timestamp(ms),solenoid_commanded,analog value (1-1024) (raw),
"121.909",,"510",
"121.911","12",,
"121.915",,"510",
"121.917","12",,
"121.921",,"510",
"121.923","12",,
"121.927",,"510",
"121.929","12",,
"121.933",,"510",
"121.935","12",,
"121.939",,"510",
"121.942","12",,
"121.946",,"510",
"121.948","12",,
"121.952",,"510",
"121.954","12",,
"121.958",,"510",
"121.96","11",,
"121.964",,"510",
"121.966","11",,
"121.97",,"510",
"121.972","11",,
"121.976",,"510",
"121.978","11",,
"121.982",,"510",
"121.985","11",,
"121.989",,"510",
"121.991","11",,
"121.995",,"510",
"121.997","11",,
"122",,"510",
"122.003","11",,
"122.006",,"510",
"122.009","11",,
"122.012",,"510",
"122.015","11",,
"122.018",,"510",
"122.021","10",,
"122.024",,"510",
"122.028","10",,
"122.031",,"510",
"122.034","10",,
"122.037",,"511",
"122.04","10",,
"122.043",,"510",
"122.046","10",,
"122.049",,"510",
"122.052","10",,
"122.055",,"510",
"122.058","10",,
"122.061",,"510",
"122.064","10",,
"122.067",,"510",
"122.071","10",,
"122.074",,"510",
"122.077","10",,
"122.08",,"510",
"122.083","9",,
"122.086",,"510",
"122.089","9",,
"122.092",,"510",
"122.095","9",,
"122.098",,"511",
"122.101","9",,
"122.104",,"510",
"122.106","9",,
"122.11",,"510",
"122.113","9",,
"122.117",,"510",
"122.119","9",,
"122.122",,"509",
"122.125","9",,
"122.128",,"510",
"122.131","9",,
"122.134",,"510",
"122.137","9",,
"122.14",,"510",
"122.143","8",,
"122.146",,"510",
"122.149","8",,
"122.152",,"510",
"122.156","8",,
"122.159",,"510",
"122.161","8",,
"122.165",,"510",
"122.167","8",,
"122.171",,"510",
"122.173","8",,
"122.176",,"510",
"122.179","8",,
"122.182",,"510",
"122.185","8",,
"122.188",,"510",
"122.191","8",,
"122.194",,"510",
"122.198","8",,
"122.201",,"510",
"122.204","7",,
"122.207",,"510",
"122.21","7",,
"122.213",,"511",
"122.215","7",,
"122.219",,"510",
"122.221","7",,
"122.225",,"510",
"122.227","7",,
"122.231",,"510",
"122.233","7",,
"122.236",,"509",
"122.24","7",,
"122.243",,"510",
"122.246","7",,
"122.249",,"510",
"122.252","7",,
"122.255",,"510",
"122.258","7",,
"122.261",,"510",
"122.264","6",,
"122.267",,"510",
"122.27","6",,
"122.273",,"510",
"122.275","6",,
"122.279",,"510",
"122.281","6",,
"122.286",,"510",
"122.288","6",,
"122.291",,"510",
"122.294","6",,
"122.297",,"510",
"122.3","6",,
"122.303",,"510",
"122.306","6",,
"122.309",,"510",
"122.312","6",,
"122.315",,"510",
"122.318","6",,
"122.321",,"510",
"122.324","5",,
"122.328",,"510",
"122.33","5",,
"122.334",,"509",
"122.336","5",,
"122.34",,"510",
"122.342","5",,
"122.345",,"510",
"122.348","5",,
"122.351",,"510",
"122.354","5",,
"122.357",,"510",
"122.36","5",,
"122.363",,"509",
"122.366","5",,
"122.37",,"510",
"122.373","5",,
"122.376",,"510",
"122.379","5",,
"122.382",,"510",
"122.385","4",,
"122.388",,"510",
"122.39","4",,
"122.394",,"510",
"122.396","4",,
"122.4",,"510",
"122.402","4",,
"122.405",,"510",
"122.408","4",,
"122.412",,"510",
"122.415","4",,
"122.418",,"510",
"122.421","4",,
"122.424",,"510",
"122.427","4",,
"122.43",,"510",
"122.433","4",,
"122.436",,"510",
"122.439","4",,
"122.442",,"510",
"122.444","3",,
"122.448",,"510",
"122.45","3",,
"122.455",,"510",
"122.457","3",,
"122.46",,"510",
"122.463","3",,
"122.466",,"510",
"122.469","3",,
"122.472",,"510",
"122.475","3",,
"122.478",,"510",
"122.481","3",,
"122.484",,"510",
"122.487","3",,
"122.49",,"510",
"122.493","3",,
"122.497",,"510",
"122.499","3",,
"122.503",,"510",
"122.505","2",,
"122.509",,"510",
"122.511","2",,
"122.515",,"510",
"122.517","2",,
"122.52",,"510",
"122.523","2",,
"122.526",,"510",
"122.529","2",,
"122.532",,"510",
"122.535","2",,
"122.539",,"510",
"122.542","2",,
"122.545",,"510",
"122.548","2",,
"122.551",,"510",
"122.554","2",,
"122.557",,"510",
"122.559","2",,
"122.563",,"510",
"122.565","1",,
"122.569",,"510",
"122.571","1",,
"122.574",,"510",
"122.577","1",,
"122.58",,"510",
"122.584","1",,
"122.587",,"510",
"122.59","1",,
"122.593",,"510",
"122.596","1",,
"122.599",,"510",
"122.602","1",,
"122.605",,"510",
"122.608","1",,
"122.611",,"510",
"122.613","1",,
"122.617",,"510",
"122.619","1",,
"122.624",,"510",
"122.626","0",,
"122.629",,"510",
"122.632","0",,
"122.635",,"510",
"122.638","0",,
"122.641",,"510",
"122.644","0",,
"122.647",,"510",
"122.65","0",,
"122.653",,"510",
"122.656","0",,
"122.659",,"510",
"122.662","0",,
"122.665",,"510",
"122.669","0",,
"122.672",,"510",
"122.674","0",,
"122.678",,"510",
"122.68","0",,
"122.684",,"510",
"122.686","0",,
"122.689",,"509",
"122.692","0",,
"122.695",,"510",
"122.698","0",,
"122.701",,"510",
"122.704","0",,
"122.707",,"510",
"122.711","0",,
"122.714",,"510",
"122.717","0",,
"122.72",,"510",
"122.723","0",,
"122.726",,"510",
"122.728","0",,
"122.732",,"510",
"122.734","0",,
"122.738",,"510",
"122.74","0",,
"122.743",,"510",
"122.746","1",,
"122.749",,"510",
"122.753","1",,
"122.756",,"510",
"122.759","1",,
"122.762",,"510",
"122.765","1",,
"122.768",,"510",
"122.771","1",,
"122.774",,"510",
"122.777","1",,
"122.78",,"510",
"122.782","1",,
"122.786",,"509",
"122.788","1",,
"122.792",,"510",
"122.795","1",,
"122.799",,"510",
"122.801","1",,
"122.804",,"510",
"122.807","2",,
"122.81",,"510",
"122.813","2",,
"122.816",,"510",
"122.819","2",,
"122.822",,"510",
"122.825","2",,
"122.828",,"510",
"122.831","2",,
"122.834",,"510",
"122.838","2",,
"122.841",,"510",
"122.843","2",,
"122.847",,"510",
"122.849","2",,
"122.853",,"510",
"122.855","2",,
"122.858",,"510",
"122.861","2",,
"122.864",,"509",
"122.867","3",,
"122.87",,"510",
"122.873","3",,
"122.876",,"510",
"122.88","3",,
"122.883",,"510",
"122.886","3",,
"122.889",,"510",
"122.892","3",,
"122.895",,"510",
"122.897","3",,
"122.901",,"510",
"122.903","3",,
"122.907",,"510",
"122.909","3",,
"122.912",,"510",
"122.915","3",,
"122.918",,"510",
"122.921","3",,
"122.925",,"510",
"122.928","4",,
"122.931",,"510",
"122.934","4",,
"122.937",,"510",
"122.94","4",,
"122.943",,"510",
"122.946","4",,
"122.949",,"510",
"122.952","4",,
"122.955",,"510",
"122.957","4",,
"122.961",,"510",
"122.963","4",,
"122.968",,"510",
"122.97","4",,
"122.973",,"510",
"122.976","4",,
"122.979",,"510",
"122.982","4",,
"122.985",,"510",
"122.988","5",,
"122.991",,"510",
"122.994","5",,
"122.997",,"510",
"123","5",,
"123.003",,"510",
"123.006","5",,
"123.01",,"510",
"123.012","5",,
"123.016",,"509",
"123.018","5",,
"123.022",,"510",
"123.024","5",,
"123.027",,"510",
"123.03","5",,
"123.033",,"510",
"123.036","5",,
"123.039",,"509",
"123.042","5",,
"123.045",,"510",
"123.048","6",,
"123.052",,"510",
"123.055","6",,
"123.058",,"510",
"123.061","6",,
"123.064",,"510",
"123.066","6",,
"123.07",,"510",
"123.072","6",,
"123.076",,"510",
"123.078","6",,
"123.082",,"510",
"123.084","6",,
"123.087",,"510",
"123.09","6",,
"123.094",,"510",
"123.097","6",,
"123.1",,"510",
"123.103","6",,
"123.106",,"510",
"123.109","7",,
"123.112",,"510",
"123.115","7",,
"123.118",,"510",
"123.121","7",,
"123.124",,"510",
"123.126","7",,
"123.13",,"510",
"123.132","7",,
"123.137",,"510",
"123.139","7",,
"123.142",,"510",
"123.145","7",,
"123.148",,"510",
"123.151","7",,
"123.154",,"510",
"123.157","7",,
"123.16",,"510",
"123.163","7",,
"123.166",,"510",
"123.169","8",,
"123.172",,"510",
"123.175","8",,
"123.179",,"510",
"123.181","8",,
"123.185",,"510",
"123.187","8",,
"123.191",,"510",
"123.193","8",,
"123.196",,"510",
"123.199","8",,
"123.202",,"510",
"123.205","8",,
"123.208",,"509",
"123.211","8",,
"123.214",,"510",
"123.217","8",,
"123.22",,"510",
"123.224","8",,
"123.227",,"510",
"123.23","9",,
"123.233",,"510",
"123.235","9",,
"123.239",,"510",
"123.241","9",,
"123.245",,"510",
"123.247","9",,
"123.251",,"510",
"123.253","9",,
"123.256",,"510",
"123.259","9",,
"123.262",,"510",
"123.266","9",,
"123.269",,"510",
"123.272","9",,
"123.275",,"510",
"123.278","9",,
"123.281",,"510",
"123.284","9",,
"123.287",,"511",
"123.29","10",,
"123.293",,"510",
"123.296","10",,
"123.299",,"511",
"123.301","10",,
"123.305",,"510",
"123.308","10",,
"123.312",,"510",
"123.314","10",,
"123.318",,"510",
"123.32","10",,
"123.324",,"510",
"123.326","10",,
"123.33",,"510",
"123.332","10",,
"123.336",,"510",
"123.338","10",,
"123.342",,"510",
"123.344","10",,
"123.348",,"510",
"123.351","11",,
"123.355",,"510",
"123.357","11",,
"123.361",,"510",
"123.363","11",,
"123.367",,"510",
"123.369","11",,
"123.373",,"510",
"123.375","11",,
"123.379",,"510",
"123.381","11",,
"123.385",,"510",
"123.387","11",,
"123.39",,"510",
"123.394","11",,
"123.397",,"510",
"123.4","11",,
"123.403",,"510",
"123.406","11",,
"123.409",,"510",
"123.412","12",,
"123.415",,"510",
"123.418","12",,
"123.421",,"510",
"123.424","12",,
"123.427",,"510",
"123.43","12",,
"123.433",,"510",
"123.437","12",,
"123.44",,"510",
"123.443","12",,
"123.446",,"510",
"123.449","12",,
"123.452",,"510",
"123.455","12",,
"123.458",,"510",
"123.461","12",,
"123.464",,"510",
"123.467","12",,
"123.47",,"510",
"123.473","13",,
"123.476",,"510",
"123.48","13",,
"123.483",,"510",
"123.486","13",,
"123.489",,"510",
"123.492","13",,
"123.495",,"510",
"123.498","13",,
"123.501",,"510",
"123.504","13",,
"123.507",,"510",
"123.51","13",,
"123.513",,"510",
"123.516","13",,
"123.52",,"510",
"123.523","13",,
"123.526",,"510",
"123.529","13",,
"123.532",,"510",
"123.535","14",,
"123.538",,"510",
"123.541","14",,
"123.544",,"511",
"123.547","14",,
"123.55",,"511",
"123.553","14",,
"123.556",,"511",
"123.559","14",,
"123.563",,"510",
"123.565","14",,
"123.569",,"510",
"123.571","14",,
"123.575",,"510",
"123.577","14",,
"123.581",,"510",
"123.583","14",,
"123.587",,"510",
"123.589","14",,
"123.593",,"510",
"123.595","15",,
"123.599",,"510",
"123.601","15",,
"123.606",,"510",
"123.608","15",,
"123.612",,"510",
"123.614","15",,
"123.618",,"510",
"123.62","15",,
"123.624",,"510",
"123.626","15",,
"123.63",,"510",
"123.632","15",,
"123.636",,"510",
"123.638","15",,
"123.642",,"510",
"123.644","15",,
"123.649",,"510",
"123.651","15",,
"123.654",,"510",
"123.657","16",,
"123.66",,"510",
"123.663","16",,
"123.666",,"510",
"123.669","16",,
"123.672",,"510",
"123.675","16",,
"123.678",,"510",
"123.681","16",,
"123.684",,"510",
"123.687","16",,
"123.691",,"510",
"123.694","16",,
"123.697",,"510",
"123.7","16",,
"123.703",,"510",
"123.706","16",,
"123.709",,"510",
"123.712","16",,
"123.715",,"510",
"123.718","17",,
"123.721",,"510",
"123.724","17",,
"123.727",,"510",
"123.73","17",,
"123.734",,"510",
"123.737","17",,
"123.74",,"510",
"123.743","17",,
"123.746",,"510",
"123.749","17",,
"123.752",,"510",
"123.755","17",,
"123.758",,"510",
"123.761","17",,
"123.764",,"510",
"123.767","17",,
"123.77",,"510",
"123.773","17",,
"123.777",,"510",
"123.78","18",,
"123.783",,"510",
"123.786","18",,
"123.789",,"510",
"123.792","18",,
"123.795",,"510",
"123.798","18",,
"123.801",,"511",
"123.804","18",,
"123.807",,"511",
"123.81","18",,
"123.813",,"512",
"123.816","18",,
"123.82",,"511",
"123.823","18",,
"123.826",,"511",
"123.828","18",,
"123.832",,"510",
"123.834","18",,
"123.838",,"510",
"123.84","19",,
"123.844",,"509",
"123.846","19",,
"123.85",,"510",
"123.852","19",,
"123.856",,"510",
"123.858","19",,
"123.863",,"510",
"123.865","19",,
"123.869",,"510",
"123.871","19",,
"123.875",,"510",
"123.877","19",,
"123.881",,"510",
"123.883","19",,
"123.887",,"510",
"123.889","19",,
"123.893",,"510",
"123.895","19",,
"123.899",,"510",
"123.901","20",,
"123.906",,"510",
"123.908","20",,
"123.911",,"510",
"123.914","20",,
"123.917",,"510",
"123.92","20",,
"123.923",,"510",
"123.926","20",,
"123.929",,"511",
"123.932","20",,
"123.935",,"510",
"123.938","20",,
"123.941",,"510",
"123.944","20",,
"123.948",,"510",
"123.951","20",,
"123.954",,"510",
"123.957","20",,
"123.96",,"510",
"123.963","21",,
"123.966",,"510",
"123.969","21",,
"123.972",,"510",
"123.975","21",,
"123.978",,"510",
"123.981","21",,
"123.984",,"510",
"123.987","21",,
"123.991",,"510",
"123.994","21",,
"123.997",,"510",
"124","21",,
"124.003",,"511",
"124.006","21",,
"124.009",,"510",
"124.012","21",,
"124.015",,"510",
"124.018","21",,
"124.021",,"510",
"124.024","22",,
"124.027",,"510",
"124.03","22",,
"124.034",,"510",
"124.037","22",,
"124.04",,"511",
"124.043","22",,
"124.046",,"511",
"124.049","22",,
"124.052",,"511",
"124.055","22",,
"124.058",,"511",
"124.061","22",,
"124.064",,"512",
"124.067","22",,
"124.07",,"512",
"124.073","22",,
"124.077",,"511",
"124.08","22",,
"124.083",,"511",
"124.085","23",,
"124.089",,"510",
"124.091","23",,
"124.095",,"510",
"124.097","23",,
"124.101",,"510",
"124.103","23",,
"124.107",,"510",
"124.109","23",,
"124.113",,"510",
"124.115","23",,
"124.12",,"510",
"124.122","23",,
"124.126",,"511",
"124.128","23",,
"124.132",,"510",
"124.134","23",,
"124.138",,"510",
"124.14","23",,
"124.144",,"510",
"124.146","24",,
"124.15",,"510",
"124.152","24",,
"124.156",,"510",
"124.158","24",,
"124.163",,"510",
"124.165","24",,
"124.169",,"510",
"124.171","24",,
"124.174",,"510",
"124.177","24",,
"124.18",,"510",
"124.183","24",,
"124.186",,"510",
"124.189","24",,
"124.192",,"510",
"124.195","24",,
"124.198",,"510",
"124.201","24",,
"124.205",,"510",
"124.208","25",,
"124.211",,"510",
"124.214","25",,
"124.217",,"510",
"124.22","25",,
"124.223",,"510",
"124.226","25",,
"124.229",,"510",
"124.232","25",,
"124.235",,"510",
"124.238","25",,
"124.241",,"510",
"124.244","25",,
"124.248",,"510",
"124.251","25",,
"124.254",,"510",
"124.257","25",,
"124.26",,"510",
"124.263","25",,
"124.266",,"510",
"124.269","26",,
"124.272",,"510",
"124.275","26",,
"124.278",,"510",
"124.281","26",,
"124.284",,"510",
"124.288","26",,
"124.291",,"510",
"124.294","26",,
"124.297",,"511",
"124.3","26",,
"124.303",,"511",
"124.306","26",,
"124.309",,"511",
"124.312","26",,
"124.315",,"511",
"124.318","26",,
"124.321",,"512",
"124.324","26",,
"124.327",,"513",
"124.331","27",,
"124.334",,"512",
"124.337","27",,
"124.34",,"512",
"124.343","27",,
"124.346",,"511",
"124.348","27",,
"124.352",,"510",
"124.354","27",,
"124.358",,"510",
"124.36","27",,
"124.364",,"510",
"124.366","27",,
"124.37",,"510",
"124.372","27",,
"124.377",,"510",
"124.379","27",,
"124.383",,"510",
"124.385","27",,
"124.389",,"510",
"124.391","28",,
"124.395",,"510",
"124.397","28",,
"124.401",,"510",
"124.403","28",,
"124.407",,"510",
"124.409","28",,
"124.413",,"510",
"124.416","28",,
"124.42",,"510",
"124.422","28",,
"124.426",,"510",
"124.428","28",,
"124.432",,"510",
"124.434","28",,
"124.437",,"510",
"124.44","28",,
"124.443",,"510",
"124.446","28",,
"124.449",,"510",
"124.452","29",,
"124.455",,"510",
"124.459","29",,
"124.462",,"510",
"124.465","29",,
"124.468",,"510",
"124.471","29",,
"124.474",,"510",
"124.477","29",,
"124.48",,"510",
"124.483","29",,
"124.486",,"510",
"124.489","29",,
"124.492",,"510",
"124.495","29",,
"124.498",,"510",
"124.502","29",,
"124.505",,"510",
"124.508","29",,
"124.511",,"510",
"124.514","30",,
"124.517",,"510",
"124.52","30",,
"124.523",,"510",
"124.526","30",,
"124.529",,"510",
"124.532","30",,
"124.535",,"510",
"124.538","30",,
"124.541",,"511",
"124.545","30",,
"124.548",,"511",
"124.551","30",,
"124.554",,"511",
"124.557","30",,
"124.56",,"511",
"124.563","30",,
"124.566",,"511",
"124.569","30",,
"124.572",,"512",
"124.575","31",,
"124.578",,"513",
"124.581","31",,
"124.584",,"513",
"124.588","31",,
"124.591",,"513",
"124.594","31",,
"124.597",,"512",
"124.6","31",,
"124.603",,"511",
"124.606","31",,
"124.609",,"511",
"124.611","31",,
"124.615",,"510",
"124.617","31",,
"124.621",,"510",
"124.623","31",,
"124.627",,"510",
"124.63","31",,
"124.634",,"510",
"124.636","32",,
"124.64",,"510",
"124.642","32",,
"124.646",,"510",
"124.648","32",,
"124.652",,"510",
"124.654","32",,
"124.658",,"510",
"124.66","32",,
"124.664",,"510",
"124.666","32",,
"124.67",,"510",
"124.673","32",,
"124.677",,"510",
"124.679","32",,
"124.683",,"510",
"124.685","32",,
"124.689",,"510",
"124.691","32",,
"124.694",,"510",
"124.697","33",,
"124.7",,"510",
"124.703","33",,
"124.706",,"510",
"124.709","33",,
"124.712",,"510",
"124.716","33",,
"124.719",,"510",
"124.722","33",,
"124.725",,"510",
"124.728","33",,
"124.731",,"510",
"124.734","33",,
"124.737",,"510",
"124.74","33",,
"124.743",,"510",
"124.746","33",,
"124.749",,"510",
"124.752","33",,
"124.755",,"510",
"124.759","34",,
"124.762",,"510",
"124.765","34",,
"124.768",,"510",
"124.771","34",,
"124.774",,"510",
"124.777","34",,
"124.78",,"510",
"124.783","34",,
"124.786",,"510",
"124.789","34",,
"124.792",,"510",
"124.795","34",,
"124.798",,"510",
"124.802","34",,
"124.805",,"511",
"124.808","34",,
"124.811",,"511",
"124.814","34",,
"124.817",,"511",
"124.82","35",,
"124.823",,"513",
"124.826","35",,
"124.829",,"514",
"124.832","35",,
"124.835",,"513",
"124.838","35",,
"124.841",,"512",
"124.845","35",,
"124.848",,"512",
"124.851","35",,
"124.854",,"512",
"124.857","35",,
"124.86",,"511",
"124.863","35",,
"124.866",,"510",
"124.868","35",,
"124.872",,"510",
"124.874","35",,
"124.878",,"510",
"124.88","36",,
"124.884",,"510",
"124.887","36",,
"124.891",,"510",
"124.893","36",,
"124.897",,"510",
"124.899","36",,
"124.903",,"510",
"124.905","36",,
"124.909",,"510",
"124.911","36",,
"124.915",,"510",
"124.917","36",,
"124.921",,"510",
"124.923","36",,
"124.928",,"510",
"124.93","36",,
"124.934",,"510",
"124.936","36",,
"124.94",,"510",
"124.942","37",,
"124.946",,"510",
"124.948","37",,
"124.952",,"510",
"124.954","37",,
"124.957",,"510",
"124.96","37",,
"124.963",,"510",
"124.966","37",,
"124.969",,"510",
"124.973","37",,
"124.976",,"510",
"124.979","37",,
"124.982",,"510",
"124.985","37",,
"124.988",,"510",
"124.991","37",,
"124.994",,"510",
"124.997","37",,
"125",,"510",
"125.003","38",,
"125.006",,"510",
"125.009","38",,
"125.012",,"510",
"125.016","38",,
"125.019",,"510",
"125.022","38",,
"125.025",,"510",
"125.028","38",,
"125.031",,"511",
"125.034","38",,
"125.037",,"510",
"125.04","38",,
"125.043",,"511",
"125.046","38",,
"125.049",,"511",
"125.052","38",,
"125.056",,"511",
"125.059","38",,
"125.062",,"511",
"125.065","39",,
"125.068",,"511",
"125.071","39",,
"125.074",,"512",
"125.077","39",,
"125.08",,"512",
"125.083","39",,
"125.086",,"513",
"125.089","39",,
"125.092",,"514",
"125.095","39",,
"125.099",,"514",
"125.102","39",,
"125.105",,"513",
"125.108","39",,
"125.111",,"513",
"125.114","39",,
"125.117",,"512",
"125.12","39",,
"125.123",,"511",
"125.126","40",,
"125.129",,"511",
"125.131","40",,
"125.135",,"510",
"125.137","40",,
"125.142",,"510",
"125.144","40",,
"125.148",,"510",
"125.15","40",,
"125.154",,"510",
"125.156","40",,
"125.16",,"510",
"125.162","40",,
"125.166",,"510",
"125.168","40",,
"125.172",,"510",
"125.174","40",,
"125.178",,"510",
"125.18","40",,
"125.185",,"510",
"125.187","41",,
"125.191",,"510",
"125.193","41",,
"125.197",,"510",
"125.199","41",,
"125.203",,"510",
"125.205","41",,
"125.209",,"510",
"125.211","41",,
"125.215",,"510",
"125.217","41",,
"125.22",,"510",
"125.223","41",,
"125.227",,"510",
"125.23","41",,
"125.233",,"510",
"125.236","41",,
"125.239",,"510",
"125.242","41",,
"125.245",,"510",
"125.248","42",,
"125.251",,"510",
"125.254","42",,
"125.257",,"510",
"125.26","42",,
"125.263",,"510",
"125.266","42",,
"125.27",,"510",
"125.273","42",,
"125.276",,"510",
"125.279","42",,
"125.282",,"510",
"125.285","42",,
"125.288",,"511",
"125.291","42",,
"125.294",,"510",
"125.297","42",,
"125.3",,"510",
"125.303","42",,
"125.306",,"511",
"125.309","43",,
"125.313",,"511",
"125.316","43",,
"125.319",,"511",
"125.322","43",,
"125.325",,"512",
"125.328","43",,
"125.331",,"512",
"125.334","43",,
"125.337",,"513",
"125.34","43",,
"125.343",,"514",
"125.346","43",,
"125.349",,"514",
"125.352","43",,
"125.356",,"514",
"125.359","43",,
"125.362",,"514",
"125.365","43",,
"125.368",,"513",
"125.371","44",,
"125.374",,"513",
"125.377","44",,
"125.38",,"512",
"125.383","44",,
"125.386",,"511",
"125.389","44",,
"125.392",,"511",
"125.394","44",,
"125.399",,"510",
"125.401","44",,
"125.405",,"510",
"125.407","44",,
"125.411",,"510",
"125.413","44",,
"125.417",,"510",
"125.419","44",,
"125.423",,"510",
"125.425","44",,
"125.429",,"510",
"125.431","45",,
"125.435",,"510",
"125.437","45",,
"125.442",,"510",
"125.444","45",,
"125.448",,"510",
"125.45","45",,
"125.454",,"510",
"125.456","45",,
"125.46",,"510",
"125.462","45",,
"125.466",,"510",
"125.468","45",,
"125.472",,"510",
"125.474","45",,
"125.477",,"510",
"125.48","45",,
"125.484",,"510",
"125.487","45",,
"125.49",,"510",
"125.493","46",,
"125.496",,"510",
"125.499","46",,
"125.502",,"510",
"125.505","46",,
"125.508",,"510",
"125.511","46",,
"125.514",,"510",
"125.517","46",,
"125.52",,"510",
"125.523","46",,
"125.527",,"510",
"125.53","46",,
"125.533",,"510",
"125.536","46",,
"125.539",,"510",
"125.542","46",,
"125.545",,"510",
"125.548","46",,
"125.551",,"511",
"125.554","47",,
"125.557",,"511",
"125.56","47",,
"125.563",,"511",
"125.566","47",,
"125.57",,"511",
"125.573","47",,
"125.576",,"511",
"125.579","47",,
"125.582",,"512",
"125.585","47",,
"125.588",,"512",
"125.591","47",,
"125.594",,"513",
"125.597","47",,
"125.6",,"514",
"125.603","47",,
"125.606",,"514",
"125.609","47",,
"125.613",,"515",
"125.616","48",,
"125.619",,"514",
"125.622","48",,
"125.625",,"514",
"125.628","48",,
"125.631",,"514",
"125.634","48",,
"125.637",,"513",
"125.64","48",,
"125.643",,"512",
"125.646","48",,
"125.649",,"511",
"125.651","48",,
"125.656",,"511",
"125.658","48",,
"125.662",,"510",
"125.664","48",,
"125.668",,"510",
"125.67","48",,
"125.674",,"510",
"125.676","49",,
"125.68",,"510",
"125.682","49",,
"125.686",,"510",
"125.688","49",,
"125.692",,"510",
"125.694","49",,
"125.699",,"510",
"125.701","49",,
"125.705",,"510",
"125.707","49",,
"125.711",,"510",
"125.713","49",,
"125.717",,"510",
"125.719","49",,
"125.723",,"510",
"125.725","49",,
"125.729",,"510",
"125.731","49",,
"125.735",,"510",
"125.737","50",,
"125.741",,"510",
"125.744","50",,
"125.747",,"510",
"125.75","50",,
"125.753",,"510",
"125.756","50",,
"125.759",,"510",
"125.762","50",,
"125.765",,"510",
"125.768","50",,
"125.771",,"510",
"125.774","50",,
"125.777",,"510",
"125.78","50",,
"125.784",,"511",
"125.787","50",,
"125.79",,"510",
"125.793","50",,
"125.796",,"511",
"125.799","51",,
"125.802",,"510",
"125.805","51",,
"125.808",,"511",
"125.811","51",,
"125.814",,"511",
"125.817","51",,
"125.82",,"511",
"125.824","51",,
"125.827",,"512",
"125.83","51",,
"125.833",,"512",
"125.836","51",,
"125.839",,"512",
"125.842","51",,
"125.845",,"513",
"125.848","51",,
"125.851",,"513",
"125.854","51",,
"125.857",,"514",
"125.86","52",,
"125.863",,"515",
"125.867","52",,
"125.87",,"515",
"125.873","52",,
"125.876",,"515",
"125.879","52",,
"125.882",,"514",
"125.885","52",,
"125.888",,"514",
"125.891","52",,
"125.894",,"513",
"125.897","52",,
"125.9",,"513",
"125.903","52",,
"125.906",,"512",
"125.91","52",,
"125.913",,"511",
"125.915","52",,
"125.919",,"510",
"125.921","53",,
"125.925",,"510",
"125.927","53",,
"125.931",,"510",
"125.933","53",,
"125.937",,"510",
"125.939","53",,
"125.943",,"510",
"125.945","53",,
"125.949",,"510",
"125.952","53",,
"125.956",,"510",
"125.958","53",,
"125.962",,"510",
"125.964","53",,
"125.968",,"510",
"125.97","53",,
"125.974",,"510",
"125.976","53",,
"125.98",,"510",
"125.982","54",,
"125.986",,"510",
"125.988","54",,
"125.992",,"510",
"125.995","54",,
"125.999",,"510",
"126.001","54",,
"126.004",,"510",
"126.007","54",,
"126.01",,"510",
"126.013","54",,
"126.016",,"510",
"126.019","54",,
"126.022",,"510",
"126.025","54",,
"126.028",,"510",
"126.031","54",,
"126.034",,"510",
"126.038","54",,
"126.041",,"510",
"126.044","55",,
"126.047",,"510",
"126.05","55",,
"126.053",,"511",
"126.056","55",,
"126.059",,"511",
"126.062","55",,
"126.065",,"511",
"126.068","55",,
"126.071",,"512",
"126.074","55",,
"126.077",,"512",
"126.081","55",,
"126.084",,"512",
"126.087","55",,
"126.09",,"513",
"126.093","55",,
"126.096",,"514",
"126.099","55",,
"126.102",,"514",
"126.105","56",,
"126.108",,"514",
"126.111","56",,
"126.114",,"515",
"126.117","56",,
"126.12",,"515",
"126.124","56",,
"126.127",,"516",
"126.13","56",,
"126.133",,"516",
"126.136","56",,
"126.139",,"515",
"126.142","56",,
"126.145",,"514",
"126.148","56",,
"126.151",,"514",
"126.154","56",,
"126.157",,"513",
"126.16","56",,
"126.163",,"512",
"126.167","57",,
"126.17",,"511",
"126.173","57",,
"126.176",,"511",
"126.178","57",,
"126.182",,"510",
"126.184","57",,
"126.188",,"510",
"126.19","57",,
"126.194",,"510",
"126.196","57",,
"126.2",,"510",
"126.202","57",,
"126.206",,"510",
"126.209","57",,
"126.213",,"510",
"126.215","57",,
"126.219",,"510",
"126.221","57",,
"126.225",,"510",
"126.227","58",,
"126.231",,"510",
"126.233","58",,
"126.237",,"510",
"126.239","58",,
"126.243",,"510",
"126.245","58",,
"126.249",,"510",
"126.252","58",,
"126.256",,"510",
"126.258","58",,
"126.261",,"510",
"126.264","58",,
"126.267",,"510",
"126.27","58",,
"126.273",,"510",
"126.276","58",,
"126.279",,"510",
"126.282","58",,
"126.285",,"510",
"126.288","59",,
"126.291",,"510",
"126.295","59",,
"126.298",,"510",
"126.301","59",,
"126.304",,"510",
"126.307","59",,
"126.31",,"511",
"126.313","59",,
"126.316",,"511",
"126.319","59",,
"126.322",,"511",
"126.325","59",,
"126.328",,"511",
"126.331","59",,
"126.334",,"512",
"126.338","59",,
"126.341",,"512",
"126.344","59",,
"126.347",,"512",
"126.35","60",,
"126.353",,"513",
"126.356","60",,
"126.359",,"514",
"126.362","60",,
"126.365",,"514",
"126.368","60",,
"126.371",,"515",
"126.374","60",,
"126.377",,"516",
"126.381","60",,
"126.384",,"516",
"126.387","60",,
"126.39",,"516",
