timestamp(ms),solenoid_value,raw_hall_analog,filtered_hall_analog,Distance,
"349.263","139","10","511","5",
"349.273","139","5","511","5",
"349.283","139","13","511","5",
"349.292","139","8","511","5",
"349.301","139","5","511","5",
"349.312","139","12","511","5",
"349.321","139","9","511","5",
"349.33","140","4","510","2.93",
"349.34","140","12","510","5",
"349.349","140","10","510","5",
"349.359","140","6","510","5",
"349.369","140","13","510","5",
"349.378","140","8","510","5",
"349.387","140","5","510","2.93",
"349.398","140","12","510","5",
"349.407","140","9","510","5",
"349.416","140","4","510","2.93",
"349.426","141","12","510","2.93",
"349.435","141","10","510","5",
"349.445","141","6","510","5",
"349.455","141","13","510","5",
"349.464","141","8","510","5",
"349.473","141","5","510","2.93",
"349.484","141","13","510","5",
"349.493","141","9","510","5",
"349.502","141","5","510","5",
"349.512","141","12","510","5",
"349.521","142","11","510","5",
"349.531","142","6","510","5",
"349.541","142","13","510","5",
"349.55","142","9","510","5",
"349.559","142","6","510","2.93",
"349.57","142","13","510","5",
"349.579","142","9","510","5",
"349.588","142","5","510","5",
"349.598","142","12","510","5",
"349.607","142","10","510","5",
"349.617","143","7","510","5",
"349.627","143","13","510","5",
"349.636","143","9","510","5",
"349.645","143","6","510","2.93",
"349.656","143","13","510","5",
"349.665","143","10","510","5",
"349.674","143","7","510","5",
"349.684","143","14","510","5",
"349.693","143","8","510","5",
"349.703","143","7","510","5",
"349.713","144","14","509","5",
"349.722","144","9","509","5",
"349.731","144","6","509","0.29",
"349.742","144","13","509","5",
"349.751","144","10","509","5",
"349.76","144","7","509","5",
"349.77","144","14","510","2.93",
"349.779","144","8","510","5",
"349.789","144","7","510","2.93",
"349.799","144","13","510","5",
"349.808","145","9","510","5",
"349.817","145","6","510","2.93",
"349.828","145","13","510","5",
"349.837","145","10","510","5",
"349.846","145","7","510","5",
"349.856","145","15","510","5",
"349.865","145","8","510","5",
"349.875","145","7","510","5",
"349.885","145","14","510","5",
"349.894","145","9","510","5",
"349.903","146","6","510","2.93",
"349.914","146","13","510","5",
"349.923","146","10","510","5",
"349.932","146","7","510","5",
"349.942","146","15","510","2.93",
"349.952","146","8","510","5",
"349.961","146","7","510","2.93",
"349.971","146","14","510","5",
"349.98","146","9","510","5",
"349.989","146","7","510","2.93",
"350","147","14","510","5",
"350.009","147","10","510","5",
"350.018","147","9","510","5",
"350.028","147","15","510","2.93",
"350.038","147","8","510","5",
"350.047","147","7","510","2.93",
"350.057","147","14","510","5",
"350.066","147","9","510","5",
"350.075","147","7","510","5",
"350.086","147","14","510","5",
"350.095","148","10","509","5",
"350.104","148","8","509","5",
"350.114","148","15","509","0.29",
"350.124","148","8","509","5",
"350.133","148","8","509","0.29",
"350.143","148","15","509","0.29",
"350.152","148","9","509","5",
"350.161","148","7","509","5",
"350.172","148","14","509","5",
"350.181","148","10","509","5",
"350.19","149","9","509","5",
"350.2","149","15","509","0.29",
"350.21","149","8","509","5",
"350.219","149","8","509","0.29",
"350.229","149","15","509","0.29",
"350.238","149","10","509","5",
"350.247","149","9","509","5",
"350.258","149","16","509","5",
"350.267","149","8","509","5",
"350.276","149","8","509","5",
"350.286","150","15","509","0.29",
"350.296","150","9","509","5",
"350.305","150","8","509","0.29",
"350.315","150","15","509","0.29",
"350.324","150","10","509","0.29",
"350.334","150","10","509","5",
"350.344","150","18","509","0.29",
"350.353","150","5","509","5",
"350.363","150","11","509","0.29",
"350.372","150","17","509","5",
"350.382","151","5","509","0.29",
"350.392","151","12","509","5",
"350.401","151","15","509","5",
"350.41","151","6","509","5",
"350.42","151","14","509","5",
"350.43","151","12","509","5",
"350.439","151","8","509","5",
"350.449","151","15","509","0.29",
"350.458","151","11","509","0.29",
"350.468","151","9","509","0.29",
"350.478","152","16","508","0",
"350.487","152","6","508","2",
"350.497","152","11","508","0",
"350.507","152","18","508","0",
"350.516","152","7","508","0",
"350.526","152","16","508","0",
"350.535","152","10","508","-2",
"350.545","152","13","508","-2",
"350.555","152","13","508","-2",
"350.565","152","11","509","0.29",
"350.574","153","18","509","5",
"350.583","153","6","509","5",
"350.594","153","13","509","5",
"350.603","153","16","509","5",
"350.612","153","7","509","0.29",
"350.622","153","14","509","5",
"350.631","153","14","509","5",
"350.641","153","8","509","5",
"350.651","153","15","509","0.29",
"350.66","153","13","509","0.29",
"350.669","154","10","509","5",
"350.68","154","18","509","0.29",
"350.689","154","8","509","5",
"350.699","154","11","509","0.29",
"350.708","154","19","509","5",
"350.717","154","6","509","5",
"350.728","154","12","509","5",
"350.737","154","17","509","5",
"350.746","154","6","509","5",
"350.756","154","13","509","5",
"350.766","155","15","509","5",
"350.775","155","8","509","0.29",
"350.785","155","15","509","0.29",
"350.794","155","14","509","0.29",
"350.803","155","10","509","5",
"350.814","155","18","509","0.29",
"350.823","155","9","509","5",
"350.832","155","11","509","0.29",
"350.842","155","19","509","0.29",
"350.852","155","7","509","0.29",
"350.862","156","13","508","-2",
"350.871","156","15","508","-2",
"350.881","156","11","508","-2",
"350.891","156","19","508","2",
"350.9","156","7","508","-2",
"350.91","156","16","508","2",
"350.919","156","13","508","-2",
"350.929","156","12","508","0",
"350.939","156","19","508","-2",
"350.948","156","9","508","0",
"350.958","157","16","508","2",
"350.967","157","14","508","0",
"350.978","157","10","508","2",
"350.987","157","19","508","0",
"350.996","157","10","508","0",
"351.006","157","14","508","0",
"351.015","157","18","508","0",
"351.025","157","8","508","2",
"351.035","157","15","508","-2",
"351.044","157","13","508","-2",
"351.054","158","13","508","0",
"351.064","158","19","509","5",
"351.073","158","8","509","5",
"351.083","158","15","509","0.29",
"351.092","158","17","509","5",
"351.101","158","10","509","5",
"351.112","158","18","509","5",
"351.121","158","13","509","5",
"351.131","158","12","509","5",
"351.14","158","21","509","5",
"351.15","159","8","508","0",
"351.16","159","15","509","0.29",
"351.169","159","20","509","0.29",
"351.178","159","9","509","5",
"351.188","159","16","509","5",
"351.198","159","18","509","5",
"351.207","159","10","509","5",
"351.217","159","19","509","0.29",
"351.226","159","13","509","5",
"351.237","159","14","509","5",
"351.246","160","22","509","5",
"351.255","160","9","509","5",
"351.265","160","15","509","5",
"351.275","160","20","509","5",
"351.284","160","10","509","0.29",
"351.294","160","19","509","0.29",
"351.303","160","15","509","0.29",
"351.312","160","13","509","5",
"351.323","160","21","509","5",
"351.332","160","10","509","5",
"351.342","161","17","509","5",
"351.351","161","19","510","5",
"351.361","161","12","510","5",
"351.371","161","19","510","5",
"351.38","161","14","510","2.93",
"351.39","161","14","510","2.93",
"351.399","161","22","510","2.93",
"351.409","161","9","510","5",
"351.419","161","16","510","5",
"351.428","161","21","510","5",
"351.437","162","11","510","5",
"351.448","162","19","510","5",
"351.457","162","16","510","2.93",
"351.466","162","14","510","2.93",
"351.476","162","22","510","2.93",
"351.485","162","11","510","5",
"351.496","162","17","510","5",
"351.505","162","20","510","5",
"351.514","162","12","510","2.93",
"351.524","162","20","510","5",
"351.534","163","15","509","0.29",
"351.544","163","16","510","5",
"351.553","163","23","510","5",
"351.562","163","10","510","2.93",
"351.572","163","19","510","2.93",
"351.582","163","19","510","2.93",
"351.591","163","13","510","5",
"351.601","163","21","510","5",
"351.61","163","14","510","2.93",
"351.621","163","16","510","5",
"351.63","164","24","510","5",
"351.639","164","12","510","5",
"351.649","164","19","510","5",
"351.659","164","18","510","5",
"351.668","164","15","510","5",
"351.678","164","22","510","2.93",
"351.687","164","13","510","5",
"351.697","164","18","510","5",
"351.707","164","22","511","5",
"351.716","164","12","511","5",
"351.726","165","21","511","5",
"351.735","165","18","511","5",
"351.746","165","16","511","5",
"351.755","165","24","511","5",
"351.764","165","13","511","5",
"351.774","165","19","511","5",
"351.783","165","21","512","4.5",
"351.793","165","14","512","4.5",
"351.803","165","22","512","4.5",
"351.812","165","16","512","4.5",
"351.822","166","17","511","5",
"351.832","166","24","511","5",
"351.841","166","13","511","5",
"351.851","166","20","511","5",
"351.86","166","21","511","5",
"351.869","166","15","511","5",
"351.88","166","23","511","5",
"351.889","166","15","511","5",
"351.899","166","19","511","5",
"351.908","166","25","511","5",
"351.918","167","13","511","5",
"351.928","167","22","511","5",
"351.937","167","19","511","5",
"351.946","167","16","511","5",
"351.956","167","24","511","5",
"351.966","167","14","511","5",
"351.976","167","19","511","5",
"351.985","167","24","511","5",
"351.994","167","15","511","5",
"352.005","167","22","511","5",
"352.014","168","19","511","5",
"352.024","168","18","511","5",
"352.033","168","25","511","5",
"352.043","168","14","511","5",
"352.052","168","21","512","4.5",
"352.062","168","23","512","4.5",
"352.071","168","16","512","4.5",
"352.081","168","24","512","4.5",
"352.091","168","17","512","4.5",
"352.1","168","19","512","4.5",
"352.11","169","26","511","5",
"352.119","169","14","511","5",
"352.13","169","22","511","5",
"352.139","169","22","511","5",
"352.148","169","17","511","5",
"352.158","169","25","511","5",
"352.167","169","16","511","5",
"352.178","169","20","511","5",
"352.187","169","25","511","5",
"352.196","169","16","511","5",
"352.206","170","23","511","5",
"352.216","170","21","511","5",
"352.225","170","19","511","5",
"352.235","170","26","511","5",
"352.244","170","16","511","5",
"352.253","170","22","512","4.5",
"352.264","170","25","512","4.5",
"352.273","170","17","512","4.5",
"352.282","170","24","512","4.5",
"352.292","170","19","512","4.5",
"352.302","171","20","512","4.5",
"352.312","171","27","512","4.5",
"352.321","171","15","512","4.5",
"352.33","171","23","512","4.5",
"352.34","171","24","513","4",
"352.35","171","18","513","4",
"352.36","171","25","513","4",
"352.369","171","19","513","4",
"352.378","171","21","513","4",
"352.389","171","28","513","4",
"352.398","172","17","512","4.5",
"352.407","172","24","512","4.5",
"352.417","172","23","512","4.5",
"352.427","172","19","512","4.5",
"352.437","172","26","512","4.5",
"352.446","172","18","512","4.5",
"352.455","172","22","512","4.5",
"352.465","172","27","512","4.5",
"352.475","172","17","512","4.5",
"352.484","172","24","512","4.5",
"352.494","173","22","512","4.5",
"352.503","173","20","512","4.5",
"352.514","173","28","512","4.5",
"352.523","173","17","512","4.5",
"352.532","173","23","512","4.5",
"352.542","173","26","513","4",
"352.551","173","19","513","4",
"352.562","173","26","513","4",
"352.571","173","20","513","4",
"352.58","173","22","513","4",
"352.59","174","29","513","4",
"352.6","174","17","513","4",
"352.609","174","24","513","4",
"352.619","174","25","513","4",
"352.628","174","20","513","4",
"352.638","174","27","513","4",
"352.648","174","19","513","4",
"352.657","174","23","513","4",
"352.667","174","29","513","4",
"352.676","174","18","513","4",
"352.686","175","26","512","4.5",
"352.696","175","24","512","4.5",
"352.705","175","21","512","4.5",
"352.715","175","28","512","4.5",
"352.724","175","19","512","4.5",
"352.734","175","24","512","4.5",
"352.744","175","28","513","4",
"352.753","175","19","513","4",
"352.763","175","26","513","4",
"352.773","175","23","513","4",
"352.782","176","22","513","4",
"352.792","176","29","513","4",
"352.801","176","18","513","4",
"352.811","176","25","513","4",
"352.821","176","27","513","4",
"352.83","176","21","513","4",
"352.84","176","28","513","4",
"352.849","176","22","513","4",
"352.859","176","23","513","4",
"352.869","176","30","513","4",
"352.878","177","19","512","4.5",
"352.887","177","26","512","4.5",
"352.898","177","27","513","4",
"352.907","177","22","513","4",
"352.917","177","29","513","4",
"352.926","177","21","513","4",
"352.935","177","25","513","4",
"352.946","177","31","513","4",
"352.955","177","20","513","4",
"352.965","177","27","513","4",
"352.974","178","25","513","4",
"352.984","178","23","513","4",
"352.994","178","30","513","4",
"353.003","178","20","513","4",
"353.012","178","26","513","4",
"353.022","178","30","513","4",
"353.032","178","22","513","4",
"353.042","178","28","513","4",
"353.051","178","24","513","4",
"353.06","178","24","513","4",
"353.071","179","31","513","4",
"353.08","179","20","513","4",
"353.089","179","27","513","4",
"353.099","179","29","514","3.5",
"353.108","179","23","514","3.5",
"353.119","179","29","514","3.5",
"353.128","179","23","514","3.5",
"353.137","179","25","514","3.5",
"353.147","179","32","514","3.5",
"353.157","179","21","514","3.5",
"353.167","180","28","513","4",
"353.176","180","28","513","4",
"353.185","180","24","513","4",
"353.196","180","30","513","4",
"353.205","180","22","513","4",
"353.214","180","27","513","4",
"353.224","180","32","513","4",
"353.233","180","22","513","4",
"353.244","180","29","513","4",
"353.253","180","26","514","3.5",
"353.262","181","25","514","3.5",
"353.272","181","31","514","3.5",
"353.282","181","21","514","3.5",
"353.291","181","28","514","3.5",
"353.301","181","31","514","3.5",
"353.31","181","24","514","3.5",
"353.32","181","30","514","3.5",
"353.33","181","25","514","3.5",
"353.339","181","26","514","3.5",
"353.349","181","32","514","3.5",
"353.358","182","22","514","3.5",
"353.369","182","29","514","3.5",
"353.378","182","30","514","3.5",
"353.387","182","25","514","3.5",
"353.397","182","31","514","3.5",
"353.406","182","25","514","3.5",
"353.416","182","27","514","3.5",
"353.426","182","33","514","3.5",
"353.435","182","23","514","3.5",
"353.445","182","30","514","3.5",
"353.455","183","29","514","3.5",
"353.464","183","26","514","3.5",
"353.474","183","32","514","3.5",
"353.483","183","23","514","3.5",
"353.492","183","28","514","3.5",
"353.503","183","33","514","3.5",
"353.512","183","24","514","3.5",
"353.522","183","31","514","3.5",
"353.531","183","27","514","3.5",
"353.541","183","27","514","3.5",
"353.551","184","34","514","3.5",
"353.56","184","23","514","3.5",
"353.569","184","30","514","3.5",
"353.58","184","33","514","3.5",
"353.589","184","26","514","3.5",
"353.599","184","32","514","3.5",
"353.608","184","27","514","3.5",
"353.617","184","28","514","3.5",
"353.628","184","34","514","3.5",
"353.637","184","24","514","3.5",
"353.647","185","31","513","4",
"353.656","185","32","514","3.5",
"353.666","185","27","514","3.5",
"353.676","185","33","514","3.5",
"353.685","185","26","514","3.5",
"353.694","185","29","514","3.5",
"353.704","185","35","514","3.5",
"353.714","185","25","514","3.5",
"353.724","185","31","514","3.5",
"353.733","185","30","515","3.33",
"353.742","186","28","515","3.33",
"353.753","186","34","515","3.33",
"353.762","186","25","515","3.33",
"353.771","186","30","515","3.33",
"353.781","186","35","515","3.33",
"353.79","186","27","515","3.33",
"353.801","186","33","515","3.33",
"353.81","186","29","515","3.33",
"353.819","186","29","515","3.33",
"353.829","186","35","515","3.33",
"353.839","187","25","515","3.33",
"353.848","187","32","515","3.33",
"353.858","187","34","515","3.33",
"353.867","187","28","515","3.33",
"353.878","187","34","515","3.33",
"353.887","187","28","515","3.33",
"353.896","187","30","515","3.33",
"353.906","187","35","515","3.33",
"353.915","187","26","515","3.33",
"353.926","187","32","515","3.33",
"353.935","188","33","515","3.33",
"353.944","188","29","515","3.33",
"353.954","188","35","515","3.33",
"353.964","188","27","515","3.33",
"353.973","188","31","516","3.17",
"353.983","188","36","516","3.17",
"353.992","188","27","516","3.17",
"354.002","188","33","516","3.17",
"354.012","188","31","516","3.17",
"354.021","188","29","516","3.17",
"354.031","189","35","516","3.17",
"354.04","189","27","516","3.17",
"354.05","189","32","516","3.17",
"354.06","189","36","516","3.17",
"354.069","189","29","516","3.17",
"354.079","189","35","516","3.17",
"354.088","189","30","516","3.17",
"354.098","189","31","516","3.17",
"354.108","189","36","516","3.17",
"354.117","189","27","516","3.17",
"354.127","190","34","515","3.33",
"354.137","190","35","515","3.33",
"354.146","190","30","515","3.33",
"354.156","190","35","515","3.33",
"354.165","190","29","515","3.33",
"354.174","190","32","515","3.33",
"354.185","190","37","515","3.33",
"354.194","190","28","515","3.33",
"354.204","190","34","515","3.33",
"354.213","190","34","516","3.17",
"354.223","191","31","516","3.17",
"354.233","191","37","516","3.17",
"354.242","191","28","516","3.17",
"354.251","191","33","516","3.17",
"354.262","191","38","516","3.17",
"354.271","191","29","516","3.17",
"354.281","191","35","516","3.17",
"354.29","191","33","516","3.17",
"354.299","191","32","516","3.17",
"354.31","191","37","516","3.17",
"354.319","192","28","515","3.33",
"354.328","192","34","515","3.33",
"354.338","192","37","515","3.33",
"354.348","192","30","515","3.33",
"354.358","192","36","515","3.33",
"354.367","192","31","515","3.33",
"354.376","192","33","515","3.33",
"354.386","192","38","515","3.33",
"354.396","192","29","515","3.33",
"354.406","192","35","515","3.33",
"354.415","193","36","515","3.33",
"354.424","193","32","515","3.33",
"354.435","193","37","515","3.33",
"354.444","193","30","515","3.33",
"354.453","193","34","516","3.17",
"354.463","193","39","516","3.17",
"354.472","193","30","516","3.17",
"354.483","193","36","516","3.17",
"354.492","193","34","516","3.17",
"354.501","193","32","516","3.17",
"354.511","194","38","516","3.17",
"354.521","194","30","516","3.17",
"354.53","194","35","517","3",
"354.54","194","40","517","3",
"354.549","194","31","517","3",
"354.56","194","37","517","3",
"354.569","194","33","517","3",
"354.578","194","33","517","3",
"354.588","194","39","517","3",
"354.597","194","30","517","3",
"354.607","195","36","516","3.17",
"354.617","195","39","516","3.17",
"354.626","195","32","516","3.17",
"354.636","195","37","516","3.17",
"354.646","195","33","516","3.17",
"354.655","195","35","516","3.17",
"354.665","195","40","516","3.17",
"354.674","195","31","516","3.17",
"354.684","195","37","516","3.17",
"354.694","195","37","516","3.17",
"354.703","196","34","516","3.17",
"354.713","196","39","516","3.17",
"354.722","196","31","516","3.17",
"354.732","196","35","517","3",
"354.742","196","40","517","3",
"354.751","196","32","517","3",
"354.761","196","37","517","3",
"354.77","196","36","517","3",
"354.78","196","34","517","3",
"354.79","196","39","517","3",
"354.799","197","31","516","3.17",
"354.808","197","37","516","3.17",
"354.819","197","41","516","3.17",
"354.828","197","33","516","3.17",
"354.838","197","39","516","3.17",
"354.847","197","35","516","3.17",
"354.856","197","35","516","3.17",
"354.867","197","40","516","3.17",
"354.876","197","32","516","3.17",
"354.885","197","37","516","3.17",
"354.895","198","40","516","3.17",
"354.905","198","35","516","3.17",
"354.915","198","39","516","3.17",
"354.924","198","34","516","3.17",
"354.933","198","36","516","3.17",
"354.944","198","41","516","3.17",
"354.953","198","33","516","3.17",
"354.963","198","38","516","3.17",
"354.972","198","39","517","3",
"354.981","198","35","517","3",
"354.992","199","40","516","3.17",
"355.001","199","32","516","3.17",
"355.01","199","38","516","3.17",
"355.02","199","42","516","3.17",
"355.03","199","35","516","3.17",
"355.04","199","39","516","3.17",
"355.049","199","37","517","3",
"355.058","199","36","517","3",
"355.068","199","41","517","3",
"355.078","199","33","517","3",
"355.088","200","38","517","3",
"355.097","200","42","517","3",
"355.106","200","35","517","3",
"355.117","200","40","517","3",
"355.126","200","36","517","3",
"355.135","200","37","517","3",
"355.145","200","42","517","3",
"355.154","200","34","517","3",
"355.165","200","39","517","3",
"355.174","200","41","517","3",
"355.183","201","37","516","3.17",
"355.193","201","41","516","3.17",
"355.203","201","35","516","3.17",
"355.212","201","38","516","3.17",
"355.222","201","43","516","3.17",
"355.231","201","35","516","3.17",
"355.241","201","40","516","3.17",
"355.251","201","40","517","3",
"355.26","201","37","517","3",
"355.27","201","42","517","3",
"355.279","202","34","517","3",
"355.289","202","39","517","3",
"355.299","202","44","517","3",
"355.308","202","36","517","3",
"355.318","202","41","517","3",
"355.328","202","38","517","3",
"355.337","202","38","517","3",
"355.347","202","42","517","3",
"355.356","202","35","517","3",
"355.366","202","40","517","3",
"355.376","203","44","516","3.17",
"355.385","203","37","516","3.17",
"355.395","203","42","516","3.17",
"355.404","203","38","516","3.17",
"355.414","203","39","516","3.17",
"355.424","203","43","516","3.17",
"355.433","203","36","516","3.17",
"355.443","203","41","516","3.17",
"355.452","203","42","517","3",
"355.462","203","38","517","3",
"355.472","204","42","517","3",
"355.481","204","36","517","3",
"355.49","204","40","517","3",
"355.501","204","44","517","3",
"355.51","204","37","517","3",
"355.52","204","42","517","3",
"355.529","204","40","517","3",
"355.538","204","39","517","3",
"355.549","204","43","517","3",
"355.558","204","36","517","3",
"355.567","205","41","516","3.17",
"355.577","205","45","516","3.17",
"355.587","205","38","516","3.17",
"355.597","205","43","516","3.17",
"355.606","205","40","516","3.17",
"355.615","205","40","516","3.17",
"355.625","205","44","516","3.17",
"355.635","205","37","516","3.17",
"355.645","205","41","516","3.17",
"355.654","205","44","516","3.17",
"355.663","206","39","516","3.17",
"355.674","206","44","516","3.17",
"355.683","206","38","516","3.17",
"355.692","206","41","517","3",
"355.702","206","45","517","3",
"355.712","206","38","517","3",
"355.722","206","43","517","3",
"355.731","206","43","517","3",
"355.74","206","40","517","3",
"355.75","206","44","517","3",
"355.76","207","38","516","3.17",
"355.769","207","42","517","3",
"355.779","207","46","517","3",
"355.788","207","39","517","3",
"355.799","207","43","517","3",
"355.808","207","41","517","3",
"355.817","207","41","517","3",
"355.827","207","45","517","3",
"355.836","207","38","517","3",
"355.847","207","42","517","3",
"355.856","208","46","517","3",
"355.865","208","40","517","3",
"355.875","208","45","517","3",
"355.885","208","40","517","3",
"355.894","208","42","517","3",
"355.904","208","46","517","3",
"355.913","208","39","517","3",
"355.923","208","43","517","3",
"355.933","208","45","517","3",
"355.942","208","41","517","3",
"355.952","209","45","516","3.17",
"355.961","209","40","516","3.17",
"355.971","209","43","517","3",
"355.981","209","47","517","3",
"355.99","209","40","517","3",
"356","209","44","517","3",
"356.009","209","45","517","3",
"356.019","209","42","517","3",
"356.029","209","45","517","3",
"356.038","209","39","517","3",
"356.047","210","43","517","3",
"356.058","210","48","517","3",
"356.067","210","41","517","3",
"356.077","210","45","517","3",
"356.086","210","43","517","3",
"356.096","210","42","517","3",
"356.106","210","47","517","3",
"356.115","210","40","517","3",
"356.125","210","44","517","3",
"356.134","210","48","517","3",
"356.144","211","42","516","3.17",
"356.154","211","46","516","3.17",
"356.163","211","42","516","3.17",
"356.172","211","44","517","3",
"356.183","211","47","517","3",
"356.192","211","41","517","3",
"356.202","211","45","517","3",
"356.211","211","47","517","3",
"356.22","211","43","517","3",
"356.231","211","47","517","3",
"356.24","212","41","517","3",
"356.249","212","45","517","3",
"356.259","212","49","517","3",
"356.269","212","42","517","3",
"356.279","212","47","517","3",
"356.288","212","45","518","2.88",
"356.297","212","44","518","2.88",
"356.307","212","47","518","2.88",
"356.317","212","41","518","2.88",
"356.327","212","45","518","2.88",
"356.336","213","49","517","3",
"356.345","213","43","517","3",
"356.356","213","47","517","3",
"356.365","213","44","517","3",
"356.374","213","45","517","3",
"356.384","213","48","517","3",
"356.393","213","42","517","3",
"356.404","213","46","517","3",
"356.413","213","49","517","3",
"356.422","213","44","517","3",
"356.432","214","47","517","3",
"356.442","214","43","517","3",
"356.451","214","46","518","2.88",
"356.461","214","49","518","2.88",
"356.47","214","43","518","2.88",
"356.481","214","47","518","2.88",
"356.49","214","48","518","2.88",
"356.499","214","45","518","2.88",
"356.509","214","48","518","2.88",
"356.518","214","42","518","2.88",
"356.528","215","46","517","3",
"356.538","215","50","517","3",
"356.547","215","44","517","3",
"356.557","215","48","517","3",
"356.567","215","46","517","3",
"356.576","215","46","517","3",
"356.586","215","49","517","3",
"356.595","215","43","517","3",
"356.605","215","47","517","3",
"356.615","215","50","517","3",
"356.624","216","45","516","3.17",
"356.634","216","49","516","3.17",
"356.643","216","45","517","3",
"356.653","216","47","517","3",
"356.663","216","50","517","3",
"356.672","216","45","517","3",
"356.682","216","48","517","3",
"356.691","216","50","517","3",
"356.701","216","45","517","3",
"356.711","216","49","517","3",
"356.72","217","44","517","3",
"356.729","217","47","517","3",
"356.74","217","51","517","3",
"356.749","217","45","517","3",
"356.759","217","49","517","3",
"356.768","217","49","517","3",
"356.777","217","46","517","3",
"356.788","217","50","517","3",
"356.797","217","44","517","3",
"356.806","217","48","517","3",
"356.816","218","51","516","3.17",
"356.826","218","46","516","3.17",
"356.836","218","50","516","3.17",
"356.845","218","48","517","3",
"356.854","218","48","517","3",
"356.865","218","50","517","3",
"356.874","218","45","517","3",
"356.884","218","49","517","3",
"356.893","218","51","517","3",
"356.902","218","46","517","3",
"356.913","219","50","517","3",
"356.922","219","46","517","3",
"356.931","219","49","518","2.88",
"356.941","219","51","518","2.88",
"356.951","219","46","518","2.88",
"356.961","219","50","518","2.88",
"356.97","219","51","518","2.88",
"356.979","219","47","518","2.88",
"356.989","219","51","518","2.88",
"356.999","219","45","518","2.88",
"357.008","220","49","517","3",
"357.018","220","52","517","3",
"357.027","220","47","517","3",
"357.038","220","50","517","3",
"357.047","220","51","517","3",
"357.056","220","49","517","3",
"357.066","220","51","517","3",
"357.075","220","46","517","3",
"357.086","220","50","517","3",
"357.095","220","52","517","3",
"357.104","221","48","517","3",
"357.114","221","51","517","3",
"357.124","221","49","518","2.88",
"357.133","221","49","518","2.88",
"357.143","221","52","518","2.88",
"357.152","221","47","518","2.88",
"357.163","221","50","518","2.88",
"357.172","221","53","518","2.88",
"357.181","221","49","518","2.88",
"357.191","221","52","518","2.88",
"357.2","222","48","517","3",
"357.21","222","50","518","2.88",
"357.22","222","53","518","2.88",
"357.229","222","48","518","2.88",
"357.239","222","51","518","2.88",
"357.249","222","53","518","2.88",
"357.258","222","50","518","2.88",
"357.268","222","53","518","2.88",
"357.277","222","47","518","2.88",
"357.286","222","51","518","2.88",
"357.297","223","53","517","3",
"357.306","223","49","517","3",
"357.316","223","52","517","3",
"357.325","223","52","517","3",
"357.335","223","51","517","3",
"357.345","223","53","517","3",
"357.354","223","48","517","3",
"357.364","223","51","517","3",
"357.373","223","54","517","3",
"357.383","223","50","517","3",
"357.393","224","53","517","3",
"357.402","224","50","517","3",
"357.411","224","51","518","2.88",
"357.422","224","54","518","2.88",
"357.431","224","49","518","2.88",
"357.441","224","52","518","2.88",
"357.45","224","54","518","2.88",
"357.459","224","50","518","2.88",
"357.47","224","53","518","2.88",
"357.479","224","49","518","2.88",
"357.488","225","52","517","3",
"357.498","225","54","517","3",
"357.508","225","51","517","3",
"357.518","225","53","517","3",
"357.527","225","54","517","3",
"357.536","225","52","517","3",
"357.547","225","54","517","3",
"357.556","225","50","517","3",
"357.566","225","52","517","3",
"357.575","225","55","517","3",
"357.584","226","51","517","3",
"357.595","226","54","517","3",
"357.604","226","53","518","2.88",
"357.613","226","52","518","2.88",
"357.623","226","55","518","2.88",
"357.633","226","50","518","2.88",
"357.643","226","53","518","2.88",
"357.652","226","55","518","2.88",
"357.661","226","52","518","2.88",
"357.671","226","54","518","2.88",
"357.681","227","51","517","3",
"357.69","227","53","517","3",
"357.7","227","55","517","3",
"357.709","227","51","517","3",
"357.72","227","54","517","3",
"357.729","227","56","517","3",
"357.738","227","52","517","3",
"357.748","227","55","517","3",
"357.757","227","51","517","3",
"357.768","227","53","517","3",
"357.777","228","56","516","3.17",
"357.786","228","53","516","3.17",
"357.796","228","55","516","3.17",
"357.806","228","55","517","3",
"357.815","228","53","517","3",
"357.825","228","56","517","3",
"357.834","228","52","517","3",
"357.844","228","54","517","3",
"357.854","228","56","517","3",
"357.863","228","53","517","3",
"357.873","229","55","517","3",
"357.882","229","54","517","3",
"357.892","229","54","518","2.88",
"357.902","229","56","518","2.88",
"357.911","229","53","518","2.88",
"357.921","229","55","518","2.88",
"357.931","229","57","518","2.88",
"357.94","229","54","518","2.88",
"357.95","229","56","518","2.88",
"357.959","229","52","518","2.88",
"357.968","230","55","517","3",
"357.979","230","57","517","3",
"357.988","230","54","517","3",
"357.998","230","56","517","3",
"358.007","230","57","517","3",
"358.017","230","54","517","3",
"358.027","230","57","517","3",
"358.036","230","53","517","3",
"358.046","230","55","517","3",
"358.055","230","57","517","3",
"358.065","231","54","516","3.17",
"358.075","231","57","516","3.17",
"358.084","231","56","516","3.17",
"358.093","231","55","516","3.17",
"358.104","231","57","516","3.17",
"358.113","231","54","516","3.17",
"358.123","231","56","516","3.17",
"358.132","231","58","516","3.17",
"358.141","231","55","516","3.17",
"358.152","231","57","516","3.17",
"358.161","232","55","517","3",
"358.17","232","56","517","3",
"358.18","232","58","517","3",
"358.19","232","55","517","3",
"358.2","232","57","517","3",
"358.209","232","58","517","3",
"358.218","232","55","517","3",
"358.228","232","58","517","3",
"358.238","232","54","517","3",
"358.248","232","56","518","2.88",
"358.257","233","58","517","3",
"358.266","233","55","517","3",
