timestamp(ms),solenoid_value,raw_hall_analog,filtered_hall_analog,Distance,
"211.936","227","54","517","3",
"211.945","227","51","517","3",
"211.954","227","53","518","2.88",
"211.964","228","56","517","3",
"211.974","228","52","517","3",
"211.984","228","55","517","3",
"211.993","228","55","517","3",
"212.002","228","53","517","3",
"212.013","228","56","517","3",
"212.022","228","52","517","3",
"212.031","228","54","517","3",
"212.041","228","57","517","3",
"212.05","228","52","517","3",
"212.061","229","56","517","3",
"212.07","229","54","517","3",
"212.079","229","54","518","2.88",
"212.089","229","56","518","2.88",
"212.099","229","53","518","2.88",
"212.109","229","55","518","2.88",
"212.118","229","56","518","2.88",
"212.127","229","53","518","2.88",
"212.137","229","56","518","2.88",
"212.147","229","52","518","2.88",
"212.156","230","55","518","2.88",
"212.166","230","57","518","2.88",
"212.175","230","53","518","2.88",
"212.186","230","56","518","2.88",
"212.195","230","58","518","2.88",
"212.204","230","55","518","2.88",
"212.214","230","57","518","2.88",
"212.224","230","53","518","2.88",
"212.233","230","55","518","2.88",
"212.243","230","57","518","2.88",
"212.252","231","54","517","3",
"212.262","231","57","517","3",
"212.272","231","57","517","3",
"212.281","231","55","517","3",
"212.291","231","57","517","3",
"212.3","231","54","516","3.17",
"212.31","231","56","516","3.17",
"212.32","231","58","516","3.17",
"212.329","231","54","516","3.17",
"212.339","231","57","516","3.17",
"212.348","232","55","517","3",
"212.358","232","56","517","3",
"212.368","232","58","517","3",
"212.377","232","54","517","3",
"212.387","232","57","517","3",
"212.397","232","58","517","3",
"212.406","232","55","517","3",
"212.416","232","57","517","3",
"212.425","232","54","517","3",
"212.434","232","56","518","2.88",
"212.445","233","59","517","3",
"212.454","233","56","517","3",
"212.464","233","57","517","3",
"212.473","233","59","517","3",
"212.483","233","56","517","3",
"212.493","233","58","517","3",
"212.502","233","55","517","3",
"212.512","233","57","517","3",
"212.521","233","59","517","3",
"212.531","233","56","517","3",
"212.541","234","58","517","3",
"212.55","234","58","517","3",
"212.559","234","57","517","3",
"212.57","234","59","517","3",
"212.579","234","55","517","3",
"212.589","234","58","517","3",
"212.598","234","60","517","3",
"212.608","234","56","517","3",
"212.618","234","58","517","3",
"212.627","234","56","517","3",
"212.636","235","58","517","3",
"212.646","235","60","517","3",
"212.656","235","57","517","3",
"212.666","235","58","517","3",
"212.675","235","60","517","3",
"212.684","235","57","517","3",
"212.695","235","59","517","3",
"212.704","235","56","518","2.88",
"212.714","235","58","518","2.88",
"212.723","235","59","518","2.88",
"212.732","236","57","517","3",
"212.743","236","59","517","3",
"212.752","236","60","517","3",
"212.761","236","58","517","3",
"212.771","236","60","517","3",
"212.781","236","57","517","3",
"212.791","236","59","517","3",
"212.8","236","60","517","3",
"212.809","236","58","517","3",
"212.819","236","59","517","3",
"212.829","237","59","517","3",
"212.838","237","59","517","3",
"212.848","237","60","517","3",
"212.857","237","58","517","3",
"212.868","237","59","517","3",
"212.877","237","61","517","3",
"212.886","237","58","517","3",
"212.896","237","60","517","3",
"212.905","237","57","517","3",
"212.915","237","59","518","2.88",
"212.925","238","61","517","3",
"212.934","238","58","517","3",
"212.944","238","60","517","3",
"212.954","238","61","517","3",
"212.963","238","59","517","3",
"212.973","238","60","517","3",
"212.982","238","58","517","3",
"212.992","238","60","517","3",
"213.002","238","61","517","3",
"213.011","238","59","517","3",
"213.021","239","60","516","3.17",
"213.03","239","62","516","3.17",
"213.04","239","60","516","3.17",
"213.05","239","61","517","3",
"213.059","239","59","517","3",
"213.069","239","61","517","3",
"213.079","239","62","517","3",
"213.088","239","60","517","3",
"213.098","239","61","517","3",
"213.107","239","60","517","3",
"213.116","240","60","516","3.17",
"213.127","240","62","516","3.17",
"213.136","240","60","516","3.17",
"213.146","240","61","516","3.17",
"213.155","240","63","516","3.17",
"213.165","240","60","516","3.17",
"213.175","240","62","516","3.17",
"213.184","240","60","516","3.17",
"213.194","240","61","516","3.17",
"213.203","240","62","516","3.17",
"213.213","241","60","516","3.17",
"213.223","241","62","516","3.17",
"213.232","241","63","516","3.17",
"213.241","241","61","516","3.17",
"213.252","241","62","516","3.17",
"213.261","241","60","516","3.17",
"213.271","241","61","516","3.17",
"213.28","241","62","517","3",
"213.289","241","61","517","3",
"213.3","241","62","517","3",
"213.309","242","63","516","3.17",
"213.318","242","62","516","3.17",
"213.328","242","63","516","3.17",
"213.338","242","60","516","3.17",
"213.348","242","62","516","3.17",
"213.357","242","63","516","3.17",
"213.366","242","61","516","3.17",
"213.377","242","62","516","3.17",
"213.386","242","61","516","3.17",
"213.395","242","62","516","3.17",
"213.405","243","63","515","3.33",
"213.414","243","62","515","3.33",
"213.425","243","63","515","3.33",
"213.434","243","64","515","3.33",
"213.443","243","62","515","3.33",
"213.453","243","63","515","3.33",
"213.463","243","61","516","3.17",
"213.473","243","62","516","3.17",
"213.482","243","63","516","3.17",
"213.491","243","62","516","3.17",
"213.501","244","64","516","3.17",
"213.511","244","64","516","3.17",
"213.52","244","63","516","3.17",
"213.53","244","64","516","3.17",
"213.539","244","62","516","3.17",
"213.55","244","63","516","3.17",
"213.559","244","64","516","3.17",
"213.568","244","63","516","3.17",
"213.578","244","63","516","3.17",
"213.587","244","64","516","3.17",
"213.597","245","64","515","3.33",
"213.607","245","64","515","3.33",
"213.616","245","63","515","3.33",
"213.626","245","64","515","3.33",
"213.636","245","65","515","3.33",
"213.645","245","63","515","3.33",
"213.655","245","64","515","3.33",
"213.664","245","63","516","3.17",
"213.675","245","63","516","3.17",
"213.684","245","65","516","3.17",
"213.693","246","63","515","3.33",
"213.703","246","65","515","3.33",
"213.712","246","65","515","3.33",
"213.722","246","64","515","3.33",
"213.732","246","65","515","3.33",
"213.741","246","63","515","3.33",
"213.751","246","64","515","3.33",
"213.761","246","65","515","3.33",
"213.77","246","63","515","3.33",
"213.78","246","64","515","3.33",
"213.789","247","65","514","3.5",
"213.798","247","65","514","3.5",
"213.809","247","65","514","3.5",
"213.818","247","64","514","3.5",
"213.828","247","65","514","3.5",
"213.837","247","65","515","3.33",
"213.847","247","64","515","3.33",
"213.857","247","65","515","3.33",
"213.866","247","64","515","3.33",
"213.876","247","65","515","3.33",
"213.885","248","66","515","3.33",
"213.895","248","65","515","3.33",
"213.905","248","65","516","3.17",
"213.914","248","66","516","3.17",
"213.923","248","65","516","3.17",
"213.934","248","65","516","3.17",
"213.943","248","65","516","3.17",
"213.953","248","65","516","3.17",
"213.962","248","66","516","3.17",
"213.971","248","66","516","3.17",
"213.982","249","66","515","3.33",
"213.991","249","67","515","3.33",
"214","249","66","515","3.33",
"214.01","249","67","515","3.33",
"214.02","249","65","515","3.33",
"214.03","249","66","515","3.33",
"214.039","249","67","515","3.33",
"214.048","249","66","515","3.33",
"214.059","249","66","515","3.33",
"214.068","249","67","515","3.33",
"214.077","250","66","514","3.5",
"214.087","250","67","514","3.5",
"214.096","250","66","514","3.5",
"214.107","250","66","514","3.5",
"214.116","250","67","515","3.33",
"214.125","250","66","515","3.33",
"214.135","250","67","515","3.33",
"214.145","250","66","515","3.33",
"214.155","250","67","515","3.33",
"214.164","250","67","515","3.33",
"214.173","251","67","514","3.5",
"214.183","251","67","514","3.5",
"214.193","251","68","514","3.5",
"214.202","251","67","514","3.5",
"214.212","251","67","514","3.5",
"214.221","251","67","514","3.5",
"214.232","251","67","514","3.5",
"214.241","251","68","514","3.5",
"214.25","251","67","514","3.5",
"214.26","251","67","514","3.5",
"214.269","252","68","514","3.5",
"214.28","252","67","515","3.33",
"214.289","252","68","515","3.33",
"214.298","252","67","515","3.33",
"214.308","252","68","515","3.33",
"214.318","252","68","515","3.33",
"214.327","252","68","515","3.33",
"214.337","252","68","515","3.33",
"214.346","252","68","515","3.33",
"214.356","252","68","515","3.33",
"214.366","253","68","514","3.5",
"214.375","253","68","514","3.5",
"214.385","253","68","514","3.5",
"214.394","253","68","514","3.5",
"214.404","253","68","514","3.5",
"214.414","253","68","514","3.5",
"214.423","253","68","514","3.5",
"214.433","253","68","514","3.5",
"214.443","253","69","515","3.33",
"214.452","253","68","515","3.33",
"214.462","254","69","514","3.5",
"214.471","254","69","514","3.5",
"214.48","254","69","514","3.5",
"214.491","254","69","514","3.5",
"214.5","254","69","514","3.5",
"214.51","254","69","514","3.5",
"214.519","254","69","514","3.5",
"214.529","254","68","514","3.5",
"214.539","254","69","514","3.5",
"214.548","254","69","514","3.5",
"214.557","255","69","513","4",
"214.567","254","69","514","3.5",
"214.577","254","69","514","3.5",
"214.587","254","69","514","3.5",
"214.596","254","69","514","3.5",
"214.605","254","69","514","3.5",
"214.616","254","69","514","3.5",
"214.625","254","69","514","3.5",
"214.635","254","68","514","3.5",
"214.644","254","69","514","3.5",
"214.653","254","69","514","3.5",
"214.664","253","69","515","3.33",
"214.673","253","68","515","3.33",
"214.682","253","68","515","3.33",
"214.692","253","68","515","3.33",
"214.702","253","68","515","3.33",
"214.712","253","68","516","3.17",
"214.721","253","69","516","3.17",
"214.73","253","68","516","3.17",
"214.74","253","68","516","3.17",
"214.75","253","69","516","3.17",
"214.76","252","68","517","3",
"214.769","252","68","517","3",
"214.778","252","68","517","3",
"214.789","252","68","517","3",
"214.798","252","68","517","3",
"214.807","252","68","517","3",
"214.817","252","68","517","3",
"214.827","252","68","517","3",
"214.837","252","68","517","3",
"214.846","252","68","517","3",
"214.855","251","67","517","3",
"214.865","251","68","516","3.17",
"214.875","251","68","516","3.17",
"214.884","251","67","516","3.17",
"214.894","251","67","516","3.17",
"214.903","251","67","516","3.17",
"214.914","251","67","516","3.17",
"214.923","251","67","516","3.17",
"214.932","251","67","516","3.17",
"214.942","251","67","516","3.17",
"214.951","250","67","516","3.17",
"214.962","250","66","516","3.17",
"214.971","250","67","516","3.17",
"214.98","250","66","516","3.17",
"214.99","250","67","516","3.17",
"215","250","67","516","3.17",
"215.009","250","67","516","3.17",
"215.019","250","67","516","3.17",
"215.028","250","68","516","3.17",
"215.037","250","67","516","3.17",
"215.048","249","67","517","3",
"215.057","249","66","517","3",
"215.067","249","66","517","3",
"215.076","249","67","517","3",
"215.086","249","66","517","3",
"215.096","249","67","517","3",
"215.105","249","66","517","3",
"215.114","249","67","517","3",
"215.124","249","67","517","3",
"215.134","249","66","517","3",
"215.144","248","66","518","2.88",
"215.153","248","66","518","2.88",
"215.162","248","66","517","3",
"215.173","248","66","517","3",
"215.182","248","65","517","3",
"215.192","248","66","517","3",
"215.201","248","66","517","3",
"215.211","248","65","517","3",
"215.221","248","66","517","3",
"215.23","248","67","517","3",
"215.239","247","65","517","3",
"215.249","247","66","517","3",
"215.259","247","64","517","3",
"215.269","247","66","517","3",
"215.278","247","66","517","3",
"215.287","247","65","517","3",
"215.298","247","65","517","3",
"215.307","247","65","517","3",
"215.316","247","65","517","3",
"215.326","247","66","517","3",
"215.335","246","64","517","3",
"215.346","246","64","517","3",
"215.355","246","66","517","3",
"215.364","246","64","517","3",
"215.374","246","65","517","3",
"215.384","246","64","517","3",
"215.394","246","65","517","3",
"215.403","246","65","517","3",
"215.412","246","64","517","3",
"215.422","246","65","517","3",
"215.432","245","65","518","2.88",
"215.441","245","64","518","2.88",
"215.451","245","65","518","2.88",
"215.46","245","63","517","3",
"215.471","245","64","517","3",
"215.48","245","65","517","3",
"215.489","245","63","517","3",
"215.499","245","64","517","3",
"215.508","245","65","517","3",
"215.518","245","64","517","3",
"215.528","244","64","518","2.88",
"215.537","244","62","518","2.88",
"215.547","244","64","518","2.88",
"215.557","244","64","518","2.88",
"215.566","244","63","518","2.88",
"215.576","244","64","518","2.88",
"215.585","244","63","518","2.88",
"215.595","244","63","518","2.88",
"215.605","244","64","518","2.88",
"215.614","244","63","517","3",
"215.624","243","64","517","3",
"215.633","243","64","517","3",
"215.643","243","62","517","3",
"215.653","243","64","517","3",
"215.662","243","61","517","3",
"215.672","243","62","517","3",
"215.682","243","64","517","3",
"215.691","243","62","517","3",
"215.701","243","63","517","3",
"215.71","243","64","517","3",
"215.719","242","62","518","2.88",
"215.73","242","63","518","2.88",
"215.739","242","61","518","2.88",
"215.749","242","62","518","2.88",
"215.758","242","63","518","2.88",
"215.768","242","62","518","2.88",
"215.778","242","63","518","2.88",
"215.787","242","63","518","2.88",
"215.796","242","62","518","2.88",
"215.806","242","63","518","2.88",
"215.816","241","61","518","2.88",
"215.826","241","62","518","2.88",
"215.835","241","63","518","2.88",
"215.844","241","61","518","2.88",
"215.855","241","62","518","2.88",
"215.864","241","61","518","2.88",
"215.873","241","61","518","2.88",
"215.883","241","63","518","2.88",
"215.892","241","61","517","3",
"215.903","241","62","517","3",
"215.912","240","63","517","3",
"215.921","240","61","517","3",
"215.931","240","62","517","3",
"215.941","240","60","517","3",
"215.951","240","61","517","3",
"215.96","240","63","517","3",
"215.969","240","60","517","3",
"215.98","240","61","517","3",
"215.989","240","62","517","3",
"215.998","240","61","517","3",
"216.008","239","62","518","2.88",
"216.017","239","59","518","2.88",
"216.028","239","61","518","2.88",
"216.037","239","62","518","2.88",
"216.046","239","60","518","2.88",
"216.056","239","61","518","2.88",
"216.066","239","60","518","2.88",
"216.075","239","60","518","2.88",
"216.085","239","62","518","2.88",
"216.094","239","60","518","2.88",
"216.104","238","60","519","2.75",
"216.114","238","62","519","2.75",
"216.123","238","59","519","2.75",
"216.133","238","61","519","2.75",
"216.142","238","59","518","2.88",
"216.153","238","60","518","2.88",
"216.162","238","61","518","2.88",
"216.171","238","59","518","2.88",
"216.181","238","60","518","2.88",
"216.19","238","62","518","2.88",
"216.2","237","59","519","2.75",
"216.21","237","61","519","2.75",
"216.219","237","58","519","2.75",
"216.229","237","60","519","2.75",
"216.239","237","61","519","2.75",
"216.248","237","59","519","2.75",
"216.258","237","60","519","2.75",
"216.267","237","59","519","2.75",
"216.276","237","59","519","2.75",
"216.287","237","61","519","2.75",
"216.296","236","58","519","2.75",
"216.306","236","59","519","2.75",
"216.315","236","61","519","2.75",
"216.325","236","58","519","2.75",
"216.335","236","60","519","2.75",
"216.344","236","57","518","2.88",
"216.354","236","59","518","2.88",
"216.364","236","61","518","2.88",
"216.373","236","58","518","2.88",
"216.383","236","59","518","2.88",
"216.392","235","60","519","2.75",
"216.401","235","58","519","2.75",
"216.412","235","60","519","2.75",
"216.421","235","57","519","2.75",
"216.431","235","58","519","2.75",
"216.44","235","60","519","2.75",
"216.45","235","57","519","2.75",
"216.46","235","59","519","2.75",
"216.469","235","60","519","2.75",
"216.478","235","58","519","2.75",
"216.488","234","59","520","2.63",
"216.498","234","56","520","2.63",
"216.508","234","58","520","2.63",
"216.517","234","59","520","2.63",
"216.526","234","57","520","2.63",
"216.537","234","59","520","2.63",
"216.546","234","57","519","2.75",
"216.555","234","57","519","2.75",
"216.565","234","59","519","2.75",
"216.574","234","56","519","2.75",
"216.585","233","58","519","2.75",
"216.594","233","60","519","2.75",
"216.603","233","57","519","2.75",
"216.613","233","58","519","2.75",
"216.623","233","55","518","2.88",
"216.633","233","57","518","2.88",
"216.642","233","59","518","2.88",
"216.651","233","56","518","2.88",
"216.662","233","58","518","2.88",
"216.671","233","59","518","2.88",
"216.68","232","56","519","2.75",
"216.69","232","58","519","2.75",
"216.699","232","55","519","2.75",
"216.71","232","57","519","2.75",
"216.719","232","59","519","2.75",
"216.728","232","56","519","2.75",
"216.738","232","57","519","2.75",
"216.748","232","56","519","2.75",
"216.757","232","56","519","2.75",
"216.767","232","58","519","2.75",
"216.776","231","55","519","2.75",
"216.786","231","56","519","2.75",
"216.796","231","58","519","2.75",
"216.805","231","56","519","2.75",
"216.815","231","57","519","2.75",
"216.824","231","54","518","2.88",
"216.835","231","56","518","2.88",
"216.844","231","58","518","2.88",
"216.853","231","55","518","2.88",
"216.863","231","57","518","2.88",
"216.872","230","59","519","2.75",
"216.882","230","55","519","2.75",
"216.892","230","57","519","2.75",
"216.901","230","54","519","2.75",
"216.911","230","55","519","2.75",
"216.921","230","58","519","2.75",
"216.93","230","54","519","2.75",
"216.94","230","56","519","2.75",
"216.949","230","57","519","2.75",
"216.958","230","55","519","2.75",
"216.969","229","57","520","2.63",
"216.978","229","53","520","2.63",
"216.988","229","55","520","2.63",
"216.997","229","57","520","2.63",
"217.007","229","54","520","2.63",
"217.017","229","56","520","2.63",
"217.026","229","54","519","2.75",
"217.035","229","55","519","2.75",
"217.046","229","56","519","2.75",
"217.055","229","53","519","2.75",
"217.065","228","55","519","2.75",
"217.074","228","57","519","2.75",
"217.083","228","54","519","2.75",
"217.094","228","56","519","2.75",
"217.103","228","52","519","2.75",
"217.113","228","55","519","2.75",
"217.122","228","57","519","2.75",
"217.132","228","53","519","2.75",
"217.142","228","55","519","2.75",
"217.151","228","57","519","2.75",
"217.16","227","53","520","2.63",
"217.17","227","56","520","2.63",
"217.18","227","51","520","2.63",
"217.19","227","54","520","2.63",
"217.199","227","56","520","2.63",
"217.208","227","53","520","2.63",
"217.219","227","55","520","2.63",
"217.228","227","54","520","2.63",
"217.237","227","54","520","2.63",
"217.247","227","55","520","2.63",
"217.256","226","51","520","2.63",
"217.267","226","54","520","2.63",
"217.276","226","56","520","2.63",
"217.285","226","52","520","2.63",
"217.295","226","55","520","2.63",
"217.305","226","51","519","2.75",
"217.314","226","53","519","2.75",
"217.324","226","55","519","2.75",
"217.333","226","51","519","2.75",
"217.344","226","54","519","2.75",
"217.353","225","56","519","2.75",
"217.362","225","52","519","2.75",
"217.372","225","54","519","2.75",
"217.381","225","50","519","2.75",
"217.392","225","52","519","2.75",
"217.401","225","55","519","2.75",
"217.41","225","51","519","2.75",
"217.42","225","54","519","2.75",
"217.43","225","53","519","2.75",
"217.439","225","52","519","2.75",
"217.449","224","54","520","2.63",
"217.458","224","50","520","2.63",
"217.468","224","53","520","2.63",
"217.478","224","55","520","2.63",
"217.487","224","51","520","2.63",
"217.497","224","53","520","2.63",
"217.506","224","51","519","2.75",
"217.516","224","52","519","2.75",
"217.526","224","55","519","2.75",
"217.535","224","50","519","2.75",
"217.545","223","52","519","2.75",
"217.554","223","55","519","2.75",
"217.564","223","51","519","2.75",
"217.574","223","53","519","2.75",
"217.583","223","49","518","2.88",
"217.592","223","51","518","2.88",
"217.603","223","54","518","2.88",
"217.612","223","50","518","2.88",
"217.622","223","53","518","2.88",
"217.631","223","54","518","2.88",
"217.64","222","50","519","2.75",
"217.651","222","53","519","2.75",
"217.66","222","48","519","2.75",
"217.67","222","51","519","2.75",
"217.679","222","54","519","2.75",
"217.689","222","49","519","2.75",
"217.699","222","52","519","2.75",
"217.708","222","51","519","2.75",
"217.717","222","51","519","2.75",
"217.728","222","53","519","2.75",
"217.737","221","48","520","2.63",
"217.747","221","51","520","2.63",
"217.756","221","53","520","2.63",
"217.765","221","49","520","2.63",
"217.776","221","52","520","2.63",
"217.785","221","48","520","2.63",
"217.794","221","50","520","2.63",
"217.804","221","53","519","2.75",
"217.814","221","48","519","2.75",
"217.824","221","51","519","2.75",
"217.833","220","52","519","2.75",
"217.842","220","49","519","2.75",
"217.852","220","52","519","2.75",
"217.862","220","47","519","2.75",
"217.871","220","50","519","2.75",
"217.881","220","52","519","2.75",
"217.89","220","48","519","2.75",
"217.901","220","51","519","2.75",
"217.91","220","50","519","2.75",
"217.919","220","49","519","2.75",
"217.929","219","52","520","2.63",
"217.938","219","47","520","2.63",
"217.949","219","50","520","2.63",
"217.958","219","53","520","2.63",
"217.967","219","48","520","2.63",
"217.977","219","51","520","2.63",
"217.987","219","47","520","2.63",
"217.996","219","49","520","2.63",
"218.006","219","52","520","2.63",
"218.015","219","47","520","2.63",
"218.025","218","50","520","2.63",
"218.035","218","52","520","2.63",
"218.044","218","47","520","2.63",
"218.054","218","50","520","2.63",
"218.063","218","45","519","2.75",
"218.073","218","49","519","2.75",
"218.083","218","52","519","2.75",
"218.092","218","47","519","2.75",
"218.102","218","50","519","2.75",
"218.112","218","50","519","2.75",
"218.121","217","47","520","2.63",
"218.131","217","50","520","2.63",
"218.14","217","45","520","2.63",
"218.149","217","48","520","2.63",
"218.16","217","51","520","2.63",
"218.169","217","46","520","2.63",
"218.179","217","50","520","2.63",
"218.188","217","47","519","2.75",
"218.198","217","48","519","2.75",
"218.208","217","50","519","2.75",
"218.217","216","45","519","2.75",
"218.227","216","48","519","2.75",
"218.236","216","51","519","2.75",
"218.246","216","46","519","2.75",
"218.256","216","49","519","2.75",
"218.265","216","45","518","2.88",
"218.274","216","47","518","2.88",
"218.285","216","50","518","2.88",
"218.294","216","45","518","2.88",
"218.304","216","48","518","2.88",
"218.313","215","49","519","2.75",
"218.322","215","46","519","2.75",
"218.333","215","49","519","2.75",
"218.342","215","43","519","2.75",
"218.351","215","47","519","2.75",
"218.361","215","51","519","2.75",
"218.371","215","45","519","2.75",
"218.381","215","48","519","2.75",
"218.39","215","47","519","2.75",
"218.399","215","46","519","2.75",
"218.409","214","49","520","2.63",
"218.419","214","43","520","2.63",
"218.428","214","47","520","2.63",
"218.438","214","50","520","2.63",
"218.447","214","45","520","2.63",
"218.458","214","48","520","2.63",
"218.467","214","44","520","2.63",
"218.476","214","46","520","2.63",
"218.486","214","49","520","2.63",
"218.496","214","43","520","2.63",
"218.506","213","47","520","2.63",
"218.515","213","49","520","2.63",
"218.524","213","45","520","2.63",
"218.534","213","48","520","2.63",
"218.544","213","42","519","2.75",
"218.553","213","46","519","2.75",
"218.563","213","49","519","2.75",
"218.572","213","43","519","2.75",
"218.583","213","47","519","2.75",
"218.592","213","47","519","2.75",
"218.601","212","44","520","2.63",
"218.611","212","48","520","2.63",
"218.62","212","42","519","2.75",
"218.631","212","46","519","2.75",
"218.64","212","49","519","2.75",
"218.649","212","43","519","2.75",
"218.659","212","47","519","2.75",
"218.669","212","44","519","2.75",
"218.678","212","45","519","2.75",
"218.688","212","48","519","2.75",
"218.697","211","42","519","2.75",
"218.707","211","45","519","2.75",
"218.717","211","49","519","2.75",
"218.726","211","43","519","2.75",
"218.736","211","47","519","2.75",
"218.745","211","42","519","2.75",
"218.755","211","45","519","2.75",
"218.765","211","48","519","2.75",
"218.774","211","42","519","2.75",
"218.784","211","46","519","2.75",
"218.793","210","46","520","2.63",
"218.803","210","43","520","2.63",
"218.813","210","47","520","2.63",
"218.822","210","40","519","2.75",
"218.831","210","44","519","2.75",
"218.842","210","48","519","2.75",
"218.851","210","42","519","2.75",
"218.861","210","46","519","2.75",
"218.87","210","44","519","2.75",
"218.88","210","43","519","2.75",
"218.89","209","46","519","2.75",
"218.899","209","40","519","2.75",
"218.909","209","44","519","2.75",
"218.918","209","48","519","2.75",
"218.928","209","42","519","2.75",
"218.938","209","45","519","2.75",
"218.947","209","42","519","2.75",
"218.956","209","43","519","2.75",
"218.967","209","47","519","2.75",
"218.976","209","40","519","2.75",
"218.986","208","44","520","2.63",
"218.995","208","46","520","2.63",
"219.004","208","41","520","2.63",
"219.015","208","45","520","2.63",
"219.024","208","40","519","2.75",
"219.033","208","43","519","2.75",
"219.043","208","46","519","2.75",
"219.053","208","41","519","2.75",
"219.063","208","44","519","2.75",
"219.072","208","44","519","2.75",
"219.081","207","42","519","2.75",
"219.091","207","45","519","2.75",
"219.101","207","38","519","2.75",
"219.11","207","43","519","2.75",
"219.12","207","46","519","2.75",
"219.129","207","40","519","2.75",
"219.14","207","45","519","2.75",
"219.149","207","41","519","2.75",
"219.158","207","42","519","2.75",
"219.168","207","45","519","2.75",
"219.177","206","38","520","2.63",
"219.188","206","43","520","2.63",
"219.197","206","45","520","2.63",
"219.206","206","40","520","2.63",
"219.216","206","44","520","2.63",
"219.226","206","39","519","2.75",
"219.235","206","41","519","2.75",
"219.245","206","46","519","2.75",
"219.254","206","39","519","2.75",
"219.265","206","43","519","2.75",
"219.274","205","43","519","2.75",
"219.283","205","40","519","2.75",
"219.293","205","44","519","2.75",
"219.302","205","37","518","2.88",
"219.312","205","41","518","2.88",
"219.322","205","45","518","2.88",
"219.331","205","39","518","2.88",
"219.341","205","43","518","2.88",
"219.351","205","41","518","2.88",
"219.36","205","40","518","2.88",
"219.37","204","44","519","2.75",
"219.379","204","37","519","2.75",
"219.389","204","41","519","2.75",
"219.399","204","45","519","2.75",
"219.408","204","38","519","2.75",
"219.418","204","43","519","2.75",
"219.427","204","39","519","2.75",
"219.437","204","40","519","2.75",
"219.447","204","44","519","2.75",
"219.456","204","37","519","2.75",
"219.466","203","41","519","2.75",
"219.475","203","43","519","2.75",
"219.485","203","38","519","2.75",
"219.495","203","43","519","2.75",
"219.504","203","36","518","2.88",
"219.513","203","40","518","2.88",
"219.524","203","44","518","2.88",
"219.533","203","37","518","2.88",
"219.543","203","42","518","2.88",
"219.552","203","41","518","2.88",
"219.561","202","38","519","2.75",
"219.572","202","43","519","2.75",
"219.581","202","36","519","2.75",
"219.59","202","40","519","2.75",
"219.6","202","44","519","2.75",
"219.61","202","37","519","2.75",
"219.62","202","42","519","2.75",
"219.629","202","38","519","2.75",
"219.638","202","39","519","2.75",
"219.649","202","43","519","2.75",
"219.658","201","35","519","2.75",
"219.668","201","40","519","2.75",
"219.677","201","42","519","2.75",
"219.686","201","37","519","2.75",
"219.697","201","42","519","2.75",
"219.706","201","36","518","2.88",
"219.715","201","39","518","2.88",
"219.725","201","43","518","2.88",
"219.735","201","35","518","2.88",
"219.745","201","40","518","2.88",
"219.754","200","40","519","2.75",
"219.763","200","37","519","2.75",
"219.773","200","41","519","2.75",
"219.783","200","34","518","2.88",
"219.792","200","39","518","2.88",
"219.802","200","43","518","2.88",
"219.811","200","35","518","2.88",
"219.822","200","40","518","2.88",
"219.831","200","38","518","2.88",
"219.84","200","37","518","2.88",
"219.85","199","42","518","2.88",
"219.859","199","34","518","2.88",
"219.869","199","38","518","2.88",
"219.879","199","42","518","2.88",
"219.888","199","35","518","2.88",
"219.898","199","40","518","2.88",
"219.908","199","35","518","2.88",
"219.917","199","37","518","2.88",
"219.927","199","42","518","2.88",
"219.936","199","34","518","2.88",
"219.947","198","39","519","2.75",
"219.956","198","39","519","2.75",
"219.965","198","35","519","2.75",
"219.975","198","40","519","2.75",
"219.984","198","33","518","2.88",
"219.994","198","37","518","2.88",
"220.004","198","42","518","2.88",
"220.013","198","34","518","2.88",
"220.023","198","39","518","2.88",
"220.033","198","37","518","2.88",
"220.042","197","35","518","2.88",
"220.052","197","40","518","2.88",
"220.061","197","32","518","2.88",
"220.07","197","38","518","2.88",
"220.081","197","42","518","2.88",
"220.09","197","34","518","2.88",
"220.1","197","39","518","2.88",
"220.109","197","35","518","2.88",
"220.119","197","36","518","2.88",
"220.129","197","41","518","2.88",
"220.138","196","32","519","2.75",
"220.147","196","37","519","2.75",
"220.157","196","39","519","2.75",
"220.167","196","34","519","2.75",
"220.177","196","39","519","2.75",
"220.186","196","33","518","2.88",
"220.195","196","36","518","2.88",
"220.206","196","40","518","2.88",
"220.215","196","33","518","2.88",
"220.225","196","37","518","2.88",
"220.234","195","37","518","2.88",
"220.243","195","34","518","2.88",
"220.254","195","39","518","2.88",
"220.263","195","31","518","2.88",
"220.272","195","36","518","2.88",
"220.282","195","40","518","2.88",
"220.292","195","33","518","2.88",
"220.302","195","37","518","2.88",
"220.311","195","35","518","2.88",
"220.32","195","34","518","2.88",
"220.331","194","39","519","2.75",
"220.34","194","30","519","2.75",
"220.349","194","36","519","2.75",
"220.359","194","39","519","2.75",
"220.368","194","32","519","2.75",
"220.379","194","38","519","2.75",
"220.388","194","32","518","2.88",
"220.397","194","34","518","2.88",
"220.407","194","39","518","2.88",
"220.417","194","31","518","2.88",
"220.427","193","36","518","2.88",
"220.436","193","37","518","2.88",
"220.445","193","33","518","2.88",
"220.455","193","37","518","2.88",
"220.465","193","31","518","2.88",
"220.474","193","34","518","2.88",
"220.484","193","40","518","2.88",
"220.493","193","31","518","2.88",
"220.504","193","36","518","2.88",
"220.513","193","35","518","2.88",
