timestamp(ms),hall_analog,hall_mT,hall_mT_filtered,
"42.585","552","26.14","547.92",
"42.592","538","16.99","547.32",
"42.599","551","25.48","547.84",
"42.606","544","20.91","547.6",
"42.613","549","24.18","547.84",
"42.62","551","25.48","547.96",
"42.627","546","22.22","547.72",
"42.634","556","28.75","548.12",
"42.641","544","20.91","547.64",
"42.648","555","28.1","548.08",
"42.655","542","19.6","547.56",
"42.662","553","26.79","548",
"42.67","539","17.64","547.44",
"42.677","551","25.48","547.92",
"42.684","540","18.3","547.48",
"42.69","549","24.18","547.84",
"42.697","547","22.87","547.76",
"42.704","548","23.52","547.8",
"42.712","556","28.75","548.16",
"42.719","545","21.56","547.72",
"42.726","555","28.1","548.12",
"42.733","543","20.26","547.64",
"42.74","554","27.44","548.08",
"42.747","540","18.3","547.52",
"42.754","552","26.14","548",
"42.761","538","16.99","547.44",
"42.768","550","24.83","547.92",
"42.775","543","20.26","547.6",
"42.782","548","23.52","547.76",
"42.789","551","25.48","547.84",
"42.797","546","22.22","547.64",
"42.804","556","28.75","548.04",
"42.811","544","20.91","547.56",
"42.817","555","28.1","548",
"42.824","542","19.6","547.48",
"42.831","553","26.79","547.92",
"42.839","540","18.3","547.4",
"42.846","551","25.48","547.88",
"42.853","540","18.3","547.44",
"42.86","550","24.83","547.84",
"42.867","547","22.87","547.76",
"42.874","548","23.52","547.8",
"42.881","555","28.1","548.08",
"42.888","545","21.56","547.64",
"42.895","556","28.75","548.08",
"42.902","542","19.6","547.56",
"42.909","554","27.44","548",
"42.916","540","18.3","547.44",
"42.924","552","26.14","547.92",
"42.931","539","17.64","547.4",
"42.938","551","25.48","547.92",
"42.944","544","20.91","547.68",
"42.951","548","23.52","547.88",
"42.958","551","25.48","548",
"42.966","546","22.22","547.8",
"42.973","556","28.75","548.2",
"42.98","544","20.91","547.72",
"42.987","555","28.1","548.16",
"42.994","542","19.6","547.64",
"43.001","553","26.79","548.08",
"43.008","539","17.64","547.52",
"43.015","551","25.48","547.96",
"43.022","540","18.3","547.52",
"43.029","549","24.18","547.88",
"43.036","547","22.87","547.76",
"43.043","547","22.87","547.76",
"43.051","555","28.1","548.04",
"43.058","545","21.56","547.64",
"43.065","555","28.1","548.04",
"43.071","543","20.26","547.52",
"43.078","554","27.44","548",
"43.085","540","18.3","547.44",
"43.092","552","26.14","547.92",
"43.1","538","16.99","547.36",
"43.107","550","24.83","547.8",
"43.114","544","20.91","547.52",
"43.121","548","23.52","547.68",
"43.128","551","25.48","547.8",
"43.134","546","22.22","547.6",
"43.142","556","28.75","548",
"43.149","544","20.91","547.52",
"43.156","555","28.1","547.96",
"43.163","542","19.6","547.44",
"43.17","553","26.79","547.88",
"43.177","539","17.64","547.32",
"43.185","552","26.14","547.84",
"43.192","540","18.3","547.4",
"43.198","550","24.83","547.8",
"43.205","548","23.52","547.76",
"43.212","548","23.52","547.8",
"43.219","555","28.1","548.12",
"43.227","545","21.56","547.72",
"43.234","556","28.75","548.16",
"43.241","543","20.26","547.68",
"43.248","554","27.44","548.12",
"43.255","541","18.95","547.6",
"43.261","553","26.79","548.12",
"43.269","538","16.99","547.56",
"43.276","551","25.48","548.08",
"43.283","544","20.91","547.84",
"43.29","549","24.18","548.04",
"43.297","552","26.14","548.2",
"43.304","546","22.22","548",
"43.312","556","28.75","548.4",
"43.319","545","21.56","547.96",
"43.325","555","28.1","548.4",
"43.332","542","19.6","547.88",
"43.339","553","26.79","548.32",
"43.346","540","18.3","547.8",
"43.354","552","26.14","548.32",
"43.361","541","18.95","547.88",
"43.368","550","24.83","548.28",
"43.375","548","23.52","548.2",
"43.382","548","23.52","548.2",
"43.388","556","28.75","548.52",
"43.396","546","22.22","548.16",
"43.403","556","28.75","548.6",
"43.41","544","20.91","548.12",
"43.417","555","28.1","548.6",
"43.424","542","19.6","548.12",
"43.431","554","27.44","548.64",
"43.439","540","18.3","548.12",
"43.446","552","26.14","548.68",
"43.452","546","22.22","548.48",
"43.459","550","24.83","548.72",
"43.466","554","27.44","548.92",
"43.473","549","24.18","548.8",
"43.481","559","30.71","549.32",
"43.488","548","23.52","549",
"43.495","558","30.06","549.52",
"43.502","546","22.22","549.16",
"43.509","558","30.06","549.8",
"43.515","544","20.91","549.44",
"43.523","557","29.4","550.12",
"43.53","546","22.22","549.88",
"43.537","555","28.1","550.44",
"43.544","553","26.79","550.56",
"43.551","554","27.44","550.8",
"43.558","562","32.67","551.36",
"43.566","552","26.14","551.2",
"43.573","563","33.32","551.88",
"43.579","550","24.83","551.64",
"43.586","562","32.67","552.36",
"43.593","549","24.18","552.12",
"43.6","561","32.02","552.88",
"43.608","546","22.22","552.56",
"43.615","559","30.71","553.32",
"43.622","552","26.14","553.32",
"43.629","557","29.4","553.76",
"43.636","560","31.36","554.16",
"43.642","555","28.1","554.2",
"43.65","566","35.28","554.88",
"43.657","554","27.44","554.68",
"43.664","564","33.98","555.32",
"43.671","552","26.14","555.08",
"43.678","563","33.32","555.76",
"43.685","550","24.83","555.44",
"43.693","562","32.67","556.16",
"43.7","551","25.48","555.92",
"43.707","561","32.02","556.52",
"43.713","559","30.71","556.68",
"43.72","559","30.71","556.92",
"43.727","567","35.94","557.44",
"43.735","558","30.06","557.28",
"43.742","569","37.24","557.96",
"43.749","556","28.75","557.68",
"43.756","567","35.94","558.36",
"43.763","554","27.44","558.04",
"43.77","566","35.28","558.72",
"43.777","552","26.14","558.36",
"43.784","564","33.98","559.08",
"43.791","558","30.06","559.04",
"43.798","563","33.32","559.48",
"43.805","565","34.63","559.8",
"43.812","561","32.02","559.84",
"43.82","571","38.55","560.48",
"43.827","559","30.71","560.2",
"43.834","570","37.9","560.84",
"43.84","556","28.75","560.52",
"43.847","568","36.59","561.16",
"43.854","554","27.44","560.8",
"43.862","566","35.28","561.44",
"43.869","555","28.1","561.16",
"43.876","564","33.98","561.68",
"43.883","562","32.67","561.72",
"43.89","563","33.32","561.88",
"43.897","570","37.9","562.32",
"43.904","560","31.36","562.04",
"43.911","571","38.55","562.56",
"43.918","558","30.06","562.12",
"43.925","569","37.24","562.64",
"43.932","555","28.1","562.16",
"43.939","567","35.94","562.68",
"43.947","554","27.44","562.2",
"43.954","565","34.63","562.72",
"43.961","559","30.71","562.52",
"43.967","563","33.32","562.72",
"43.974","566","35.28","562.84",
"43.981","561","32.02","562.68",
"43.988","571","38.55","563.08",
"43.996","558","30.06","562.56",
"44.003","569","37.24","562.96",
"44.01","555","28.1","562.36",
"44.017","567","35.94","562.8",
"44.024","553","26.79","562.2",
"44.03","565","34.63","562.64",
"44.038","554","27.44","562.16",
"44.045","563","33.32","562.48",
"44.052","561","32.02","562.36",
"44.059","562","32.67","562.36",
"44.066","569","37.24","562.6",
"44.073","559","30.71","562.16",
"44.081","570","37.9","562.56",
"44.088","557","29.4","562",
"44.094","568","36.59","562.4",
"44.101","555","28.1","561.84",
"44.108","566","35.28","562.28",
"44.115","552","26.14","561.68",
"44.123","564","33.98","562.08",
"44.13","558","30.06","561.8",
"44.137","562","32.67","561.92",
"44.144","565","34.63","562",
"44.151","560","31.36","561.76",
"44.157","571","38.55","562.16",
"44.165","558","30.06","561.64",
"44.172","569","37.24","562.08",
"44.179","556","28.75","561.56",
"44.186","567","35.94","562.04",
"44.193","553","26.79","561.48",
"44.2","565","34.63","561.96",
"44.208","555","28.1","561.56",
"44.215","564","33.98","561.96",
"44.221","561","32.02","561.88",
"44.228","561","32.02","561.88",
"44.235","569","37.24","562.16",
"44.242","559","30.71","561.76",
"44.25","569","37.24","562.16",
"44.257","557","29.4","561.64",
"44.264","568","36.59","562.08",
"44.271","554","27.44","561.52",
"44.278","566","35.28","561.96",
"44.284","552","26.14","561.4",
"44.292","564","33.98","561.88",
"44.299","557","29.4","561.6",
"44.306","562","32.67","561.76",
"44.313","565","34.63","561.88",
"44.32","560","31.36","561.68",
"44.327","570","37.9","562.08",
"44.335","558","30.06","561.56",
"44.342","569","37.24","562",
"44.348","555","28.1","561.44",
"44.355","567","35.94","561.88",
"44.362","554","27.44","561.36",
"44.369","565","34.63","561.84",
"44.377","554","27.44","561.4",
"44.384","563","33.32","561.72",
"44.391","561","32.02","561.6",
"44.398","561","32.02","561.6",
"44.405","569","37.24","561.92",
"44.411","559","30.71","561.52",
"44.419","569","37.24","561.92",
"44.426","556","28.75","561.4",
"44.433","568","36.59","561.84",
"44.44","554","27.44","561.28",
"44.447","566","35.28","561.76",
"44.454","551","25.48","561.16",
"44.462","564","33.98","561.64",
"44.469","557","29.4","561.36",
"44.475","562","32.67","561.56",
"44.482","565","34.63","561.68",
"44.489","560","31.36","561.48",
"44.496","570","37.9","561.88",
"44.504","558","30.06","561.4",
"44.511","569","37.24","561.84",
"44.518","555","28.1","561.28",
"44.525","567","35.94","561.76",
"44.532","553","26.79","561.2",
"44.538","565","34.63","561.64",
"44.546","554","27.44","561.2",
"44.553","563","33.32","561.56",
"44.56","561","32.02","561.48",
"44.567","561","32.02","561.48",
"44.574","569","37.24","561.8",
"44.581","559","30.71","561.4",
"44.589","569","37.24","561.8",
"44.596","556","28.75","561.28",
"44.602","567","35.94","561.72",
"44.609","554","27.44","561.16",
"44.616","566","35.28","561.64",
"44.623","552","26.14","561.08",
"44.631","564","33.98","561.6",
"44.638","558","30.06","561.36",
"44.645","562","32.67","561.56",
"44.652","565","34.63","561.68",
"44.659","560","31.36","561.48",
"44.665","570","37.9","561.88",
"44.673","558","30.06","561.4",
"44.68","569","37.24","561.84",
"44.687","556","28.75","561.32",
"44.694","567","35.94","561.8",
"44.701","553","26.79","561.24",
"44.708","566","35.28","561.76",
"44.716","555","28.1","561.36",
"44.723","564","33.98","561.76",
"44.73","561","32.02","561.68",
"44.736","562","32.67","561.72",
"44.743","569","37.24","562.04",
"44.75","559","30.71","561.64",
"44.758","569","37.24","562.04",
"44.765","557","29.4","561.56",
"44.772","568","36.59","562.04",
"44.779","554","27.44","561.52",
"44.786","566","35.28","562",
"44.793","551","25.48","561.4",
"44.8","564","33.98","561.88",
"44.807","557","29.4","561.6",
"44.814","562","32.67","561.76",
"44.821","564","33.98","561.84",
"44.828","559","30.71","561.6",
"44.835","570","37.9","562",
"44.843","557","29.4","561.48",
"44.85","568","36.59","561.88",
"44.857","555","28.1","561.32",
"44.863","566","35.28","561.72",
"44.87","552","26.14","561.12",
"44.877","564","33.98","561.56",
"44.884","553","26.79","561.04",
"44.892","563","33.32","561.36",
"44.899","561","32.02","561.24",
"44.906","561","32.02","561.24",
"44.913","569","37.24","561.52",
"44.92","559","30.71","561.12",
"44.926","570","37.9","561.56",
"44.934","557","29.4","561.08",
"44.941","568","36.59","561.52",
"44.948","554","27.44","560.96",
"44.955","566","35.28","561.44",
"44.962","552","26.14","560.88",
"44.969","564","33.98","561.4",
"44.977","558","30.06","561.16",
"44.984","562","32.67","561.36",
"44.99","565","34.63","561.48",
"44.997","560","31.36","561.32",
"45.004","570","37.9","561.76",
"45.011","558","30.06","561.28",
"45.019","569","37.24","561.76",
"45.026","556","28.75","561.28",
"45.033","567","35.94","561.76",
"45.04","553","26.79","561.24",
"45.047","565","34.63","561.76",
"45.053","554","27.44","561.36",
"45.061","564","33.98","561.8",
"45.068","561","32.02","561.72",
"45.075","561","32.02","561.72",
"45.082","569","37.24","562.04",
"45.089","559","30.71","561.64",
"45.096","569","37.24","562.04",
"45.104","557","29.4","561.52",
"45.111","568","36.59","561.96",
"45.117","555","28.1","561.44",
"45.124","566","35.28","561.92",
"45.131","552","26.14","561.36",
"45.138","564","33.98","561.84",
"45.146","557","29.4","561.56",
"45.153","562","32.67","561.72",
"45.16","565","34.63","561.84",
"45.167","560","31.36","561.64",
"45.174","570","37.9","562.04",
"45.18","558","30.06","561.56",
"45.188","569","37.24","562",
"45.195","555","28.1","561.44",
"45.202","567","35.94","561.88",
"45.209","553","26.79","561.32",
"45.216","565","34.63","561.8",
"45.223","554","27.44","561.36",
"45.231","564","33.98","561.76",
"45.238","561","32.02","561.64",
"45.244","562","32.67","561.68",
"45.251","570","37.9","562.04",
"45.258","560","31.36","561.68",
"45.265","571","38.55","562.16",
"45.273","558","30.06","561.72",
"45.28","569","37.24","562.2",
"45.287","556","28.75","561.72",
"45.294","568","36.59","562.24",
"45.301","554","27.44","561.76",
"45.307","567","35.94","562.36",
"45.315","560","31.36","562.2",
"45.322","565","34.63","562.52",
"45.329","569","37.24","562.8",
"45.336","564","33.98","562.76",
"45.343","574","40.51","563.32",
"45.35","563","33.32","563.04",
"45.358","574","40.51","563.68",
"45.365","561","32.02","563.36",
"45.371","573","39.86","564.08",
"45.378","559","30.71","563.76",
"45.385","572","39.2","564.52",
"45.392","561","32.02","564.36",
"45.4","571","38.55","565.04",
"45.407","569","37.24","565.24",
"45.414","569","37.24","565.56",
"45.421","577","42.47","566.16",
"45.428","568","36.59","566.08",
"45.434","578","43.12","566.8",
"45.442","566","35.28","566.6",
"45.449","577","42.47","567.36",
"45.456","564","33.98","567.16",
"45.463","576","41.82","567.96",
"45.47","562","32.67","567.72",
"45.477","574","40.51","568.52",
"45.485","567","35.94","568.52",
"45.492","572","39.2","569",
"45.498","576","41.82","569.44",
"45.505","570","37.9","569.48",
"45.512","580","44.43","570.12",
"45.519","568","36.59","569.88",
"45.527","579","43.78","570.52",
"45.534","565","34.63","570.16",
"45.541","577","42.47","570.8",
"45.548","563","33.32","570.4",
"45.555","575","41.16","571.04",
"45.561","564","33.98","570.72",
"45.569","574","40.51","571.24",
"45.576","571","38.55","571.24",
"45.583","572","39.2","571.36",
"45.59","579","43.78","571.76",
"45.597","570","37.9","571.48",
"45.604","580","44.43","571.96",
"45.612","567","35.94","571.52",
"45.619","578","43.12","572",
"45.625","564","33.98","571.48",
"45.632","577","42.47","572",
"45.639","561","32.02","571.4",
"45.646","574","40.51","571.88",
"45.654","568","36.59","571.64",
"45.661","572","39.2","571.84",
"45.668","574","40.51","571.92",
"45.675","569","37.24","571.64",
"45.682","579","43.78","572",
"45.688","566","35.28","571.44",
"45.696","578","43.12","571.84",
"45.703","564","33.98","571.24",
"45.71","576","41.82","571.68",
"45.717","562","32.67","571.08",
"45.724","574","40.51","571.52",
"45.731","563","33.32","571.04",
"45.739","572","39.2","571.36",
"45.746","570","37.9","571.2",
"45.753","570","37.9","571.16",
"45.759","578","43.12","571.4",
"45.766","568","36.59","570.96",
"45.773","578","43.12","571.28",
"45.78","566","35.28","570.72",
"45.788","577","42.47","571.12",
"45.795","564","33.98","570.56",
"45.802","576","41.82","571.04",
"45.809","562","32.67","570.44",
"45.816","574","40.51","570.96",
"45.822","567","35.94","570.68",
"45.83","572","39.2","570.84",
"45.837","575","41.16","570.96",
"45.844","570","37.9","570.8",
"45.851","580","44.43","571.24",
"45.858","568","36.59","570.8",
"45.865","579","43.78","571.32",
"45.873","565","34.63","570.8",
"45.88","577","42.47","571.32",
"45.886","563","33.32","570.8",
"45.893","575","41.16","571.32",
"45.9","564","33.98","570.92",
"45.907","573","39.86","571.32",
"45.915","571","38.55","571.28",
"45.922","571","38.55","571.32",
"45.929","579","43.78","571.68",
"45.936","569","37.24","571.32",
"45.943","579","43.78","571.76",
"45.949","566","35.28","571.28",
"45.957","577","42.47","571.72",
"45.964","563","33.32","571.16",
"45.971","575","41.16","571.6",
"45.978","560","31.36","570.96",
"45.985","573","39.86","571.4",
"45.992","566","35.28","571.08",
"46","570","37.9","571.2",
"46.007","573","39.86","571.24",
"46.013","568","36.59","570.96",
"46.02","578","43.12","571.28",
"46.027","566","35.28","570.72",
"46.034","576","41.82","571.04",
"46.042","563","33.32","570.4",
"46.049","575","41.16","570.8",
"46.056","560","31.36","570.12",
"46.063","573","39.86","570.52",
"46.07","561","32.02","569.96",
"46.076","570","37.9","570.2",
"46.084","568","36.59","570",
"46.091","567","35.94","569.84",
"46.098","575","41.16","570",
"46.105","565","34.63","569.44",
"46.112","577","42.47","569.76",
"46.119","563","33.32","569.12",
"46.127","575","41.16","569.48",
"46.134","561","32.02","568.84",
"46.14","573","39.86","569.24",
"46.147","559","30.71","568.6",
"46.154","571","38.55","569.04",
"46.161","565","34.63","568.72",
"46.169","569","37.24","568.84",
"46.176","572","39.2","568.92",
"46.183","567","35.94","568.68",
"46.19","577","42.47","569.04",
"46.197","565","34.63","568.52",
"46.203","576","41.82","568.92",
"46.211","563","33.32","568.4",
"46.218","575","41.16","568.88",
"46.225","560","31.36","568.28",
"46.232","573","39.86","568.8",
"46.239","561","32.02","568.32",
"46.246","570","37.9","568.68",
"46.254","569","37.24","568.64",
"46.261","569","37.24","568.68",
"46.267","576","41.82","569.04",
"46.274","566","35.28","568.68",
"46.281","577","42.47","569.16",
"46.288","564","33.98","568.64",
"46.296","575","41.16","569.12",
"46.303","562","32.67","568.6",
"46.31","574","40.51","569.12",
"46.317","559","30.71","568.56",
"46.324","572","39.2","569.08",
"46.33","565","34.63","568.84",
"46.338","570","37.9","569.04",
"46.345","573","39.86","569.2",
"46.352","568","36.59","569.04",
"46.359","578","43.12","569.48",
"46.366","566","35.28","569.04",
"46.373","576","41.82","569.48",
"46.381","564","33.98","569",
"46.388","575","41.16","569.48",
"46.394","561","32.02","568.92",
"46.401","573","39.86","569.44",
"46.408","562","32.67","569",
"46.415","571","38.55","569.4",
"46.423","570","37.9","569.4",
"46.43","570","37.9","569.44",
"46.437","578","43.12","569.8",
"46.444","567","35.94","569.44",
"46.451","578","43.12","569.92",
"46.457","565","34.63","569.44",
"46.465","577","42.47","569.96",
"46.472","564","33.98","569.52",
"46.479","576","41.82","570.08",
"46.486","562","32.67","569.6",
"46.493","574","40.51","570.2",
"46.5","567","35.94","570",
"46.508","572","39.2","570.28",
"46.515","575","41.16","570.48",
"46.521","570","37.9","570.36",
"46.528","580","44.43","570.84",
"46.535","567","35.94","570.4",
"46.542","579","43.78","570.92",
"46.55","565","34.63","570.48",
"46.557","577","42.47","571",
"46.564","562","32.67","570.48",
"46.571","574","40.51","571",
"46.578","563","33.32","570.6",
"46.584","572","39.2","571",
"46.592","570","37.9","570.96",
"46.599","570","37.9","570.96",
"46.606","578","43.12","571.28",
"46.613","568","36.59","570.88",
"46.62","578","43.12","571.32",
"46.627","564","33.98","570.76",
"46.635","575","41.16","571.16",
"46.642","562","32.67","570.56",
"46.648","574","40.51","570.96",
"46.655","559","30.71","570.28",
"46.662","571","38.55","570.64",
"46.669","564","33.98","570.24",
"46.676","569","37.24","570.32",
"46.684","572","39.2","570.32",
"46.691","567","35.94","570",
"46.698","578","43.12","570.32",
"46.705","566","35.28","569.76",
"46.711","577","42.47","570.16",
"46.718","564","33.98","569.56",
"46.726","576","41.82","570",
"46.733","562","32.67","569.4",
"46.74","574","40.51","569.88",
"46.747","563","33.32","569.44",
"46.754","573","39.86","569.84",
"46.761","571","38.55","569.8",
"46.769","571","38.55","569.84",
"46.776","579","43.78","570.2",
"46.782","570","37.9","569.88",
"46.789","580","44.43","570.36",
"46.796","568","36.59","569.96",
"46.803","579","43.78","570.56",
"46.811","566","35.28","570.2",
"46.818","578","43.12","570.84",
"46.825","564","33.98","570.44",
"46.832","576","41.82","571.12",
"46.839","569","37.24","571.04",
"46.845","574","40.51","571.44",
"46.853","577","42.47","571.76",
"46.86","572","39.2","571.76",
"46.867","582","45.74","572.36",
"46.874","570","37.9","572.04",
"46.881","580","44.43","572.6",
"46.888","567","35.94","572.2",
"46.896","578","43.12","572.76",
"46.903","565","34.63","572.32",
"46.909","577","42.47","572.92",
"46.916","565","34.63","572.56",
"46.923","575","41.16","573.04",
"46.93","573","39.86","573.04",
"46.938","573","39.86","573.12",
"46.945","580","44.43","573.48",
"46.952","570","37.9","573.12",
"46.959","581","45.08","573.56",
"46.966","568","36.59","573.08",
"46.972","579","43.78","573.52",
"46.98","565","34.63","572.96",
"46.987","577","42.47","573.4",
"46.994","563","33.32","572.8",
"47.001","576","41.82","573.28",
"47.008","569","37.24","573",
"47.015","574","40.51","573.2",
"47.023","577","42.47","573.32",
"47.03","572","39.2","573.12",
"47.036","582","45.74","573.52",
"47.043","570","37.9","573.04",
"47.05","581","45.08","573.48",
"47.057","568","36.59","573",
"47.065","579","43.78","573.48",
"47.072","565","34.63","572.96",
"47.079","577","42.47","573.44",
"47.086","566","35.28","573",
"47.093","576","41.82","573.44",
"47.099","573","39.86","573.36",
"47.107","574","40.51","573.4",
"47.114","582","45.74","573.76",
"47.121","572","39.2","573.44",
"47.128","583","46.39","573.96",
"47.135","570","37.9","573.52",
"47.142","581","45.08","574.04",
"47.15","567","35.94","573.56",
"47.157","579","43.78","574.12",
"47.163","565","34.63","573.64",
"47.17","578","43.12","574.24",
"47.177","571","38.55","574.04",
"47.184","576","41.82","574.32",
"47.192","578","43.12","574.48",
"47.199","574","40.51","574.36",
"47.206","584","47.04","574.84",
"47.213","572","39.2","574.44",
"47.22","582","45.74","574.92",
"47.226","569","37.24","574.44",
"47.234","581","45.08","574.96",
"47.241","567","35.94","574.48",
"47.248","579","43.78","575.04",
"47.255","568","36.59","574.68",
"47.262","577","42.47","575.12",
"47.269","576","41.82","575.12",
"47.277","575","41.16","575.2",
"47.284","583","46.39","575.56",
"47.29","573","39.86","575.2",
"47.297","584","47.04","575.68",
"47.304","571","38.55","575.2",
"47.311","582","45.74","575.68",
"47.319","569","37.24","575.2",
"47.326","580","44.43","575.72",
"47.333","566","35.28","575.2",
"47.34","579","43.78","575.76",
"47.347","572","39.2","575.52",
"47.353","576","41.82","575.72",
"47.361","579","43.78","575.84",
"47.368","574","40.51","575.68",
"47.375","584","47.04","576.08",
"47.382","572","39.2","575.6",
"47.389","583","46.39","576.04",
"47.396","569","37.24","575.52",
"47.404","581","45.08","576",
"47.411","567","35.94","575.44",
"47.417","579","43.78","575.92",
"47.424","568","36.59","575.48",
"47.431","578","43.12","575.88",
"47.438","576","41.82","575.84",
"47.446","576","41.82","575.84",
"47.453","584","47.04","576.2",
"47.46","575","41.16","575.88",
"47.467","585","47.7","576.36",
"47.474","572","39.2","575.88",
"47.48","584","47.04","576.4",
"47.488","570","37.9","575.92",
"47.495","582","45.74","576.44",
"47.502","568","36.59","575.96",
"47.509","580","44.43","576.52",
"47.516","573","39.86","576.28",
"47.523","578","43.12","576.52",
"47.531","581","45.08","576.72",
"47.538","576","41.82","576.6",
"47.544","586","48.35","577.08",
"47.551","573","39.86","576.64",
"47.558","584","47.04","577.12",
"47.565","571","38.55","576.64",
"47.572","582","45.74","577.16",
"47.58","568","36.59","576.64",
"47.587","580","44.43","577.16",
"47.594","569","37.24","576.76",
"47.601","578","43.12","577.16",
"47.607","576","41.82","577.08",
"47.614","576","41.82","577.08",
"47.622","584","47.04","577.4",
"47.629","573","39.86","576.96",
"47.636","583","46.39","577.28",
"47.643","571","38.55","576.72",
"47.65","582","45.74","577.12",
"47.657","569","37.24","576.52",
"47.665","581","45.08","576.96",
"47.671","566","35.28","576.32",
"47.678","579","43.78","576.76",
"47.685","572","39.2","576.44",
"47.692","576","41.82","576.56",
"47.699","580","44.43","576.64",
"47.707","575","41.16","576.4",
"47.714","585","47.7","576.76",
"47.721","573","39.86","576.24",
"47.728","584","47.04","576.68",
"47.734","571","38.55","576.16",
"47.741","583","46.39","576.64",
"47.749","569","37.24","576.12",
"47.756","581","45.08","576.64",
"47.763","569","37.24","576.2",
"47.77","578","43.12","576.56",
"47.777","576","41.82","576.48",
"47.784","576","41.82","576.48",
"47.792","584","47.04","576.8",
"47.799","574","40.51","576.4",
"47.805","585","47.7","576.88",
"47.812","572","39.2","576.44",
"47.819","583","46.39","576.92",
"47.826","569","37.24","576.4",
"47.834","581","45.08","576.88",
"47.841","567","35.94","576.32",
"47.848","580","44.43","576.88",
"47.855","573","39.86","576.64",
"47.862","577","42.47","576.84",
"47.868","579","43.78","576.96",
"47.876","575","41.16","576.76",
"47.883","584","47.04","577.12",
"47.89","572","39.2","576.6",
"47.897","582","45.74","576.96",
"47.904","569","37.24","576.36",
"47.911","580","44.43","576.72",
"47.919","566","35.28","576.04",
"47.926","578","43.12","576.4",
"47.932","566","35.28","575.8",
"47.939","575","41.16","576.04",
"47.946","573","39.86","575.84",
"47.953","573","39.86","575.72",
"47.961","580","44.43","575.88",
"47.968","571","38.55","575.36",
"47.975","581","45.08","575.64",
"47.982","568","36.59","574.96",
"47.989","579","43.78","575.24",
"47.995","566","35.28","574.56",
"48.003","578","43.12","574.92",
"48.01","563","33.32","574.2",
"48.017","576","41.82","574.56",
"48.024","569","37.24","574.12",
"48.031","574","40.51","574.16",
"48.038","577","42.47","574.16",
"48.046","572","39.2","573.88",
"48.053","582","45.74","574.16",
"48.059","569","37.24","573.56",
"48.066","580","44.43","573.88",
"48.073","567","35.94","573.28",
"48.08","579","43.78","573.68",
"48.088","565","34.63","573.08",
"48.095","577","42.47","573.52",
"48.102","566","35.28","573.04",
"48.109","575","41.16","573.4",
"48.116","573","39.86","573.32",
"48.122","573","39.86","573.32",
"48.13","580","44.43","573.6",
"48.137","571","38.55","573.24",
"48.144","581","45.08","573.64",
"48.151","569","37.24","573.16",
"48.158","580","44.43","573.64",
"48.165","566","35.28","573.12",
"48.173","578","43.12","573.6",
"48.18","564","33.98","573.04",
"48.186","577","42.47","573.6",
"48.193","570","37.9","573.36",
"48.2","575","41.16","573.6",
"48.207","578","43.12","573.76",
"48.215","574","40.51","573.64",
"48.222","584","47.04","574.12",
"48.229","572","39.2","573.72",
"48.236","583","46.39","574.28",
"48.243","570","37.9","573.88",
"48.249","581","45.08","574.44",
"48.257","568","36.59","574",
"48.264","580","44.43","574.6",
"48.271","568","36.59","574.24",
"48.278","578","43.12","574.72",
"48.285","576","41.82","574.76",
"48.292","576","41.82","574.88",
"48.3","584","47.04","575.32",
"48.307","574","40.51","575.08",
"48.313","585","47.7","575.64",
"48.32","572","39.2","575.28",
"48.327","584","47.04","575.88",
"48.334","570","37.9","575.48",
"48.342","583","46.39","576.16",
"48.349","569","37.24","575.8",
"48.356","583","46.39","576.56",
"48.363","578","43.12","576.6",
"48.37","583","46.39","577.12",
"48.376","586","48.35","577.56",
"48.384","581","45.08","577.68",
"48.391","591","51.62","578.36",
"48.398","579","43.78","578.16",
"48.405","590","50.96","578.88",
"48.412","577","42.47","578.64",
"48.419","589","50.31","579.4",
"48.427","574","40.51","579.12",
"48.434","587","49","579.88",
"48.44","574","40.51","579.64",
"48.447","584","47.04","580.28",
"48.454","582","45.74","580.44",
"48.461","582","45.74","580.68",
"48.468","590","50.96","581.24",
"48.476","580","44.43","581.08",
"48.483","589","50.31","581.68",
"48.49","576","41.82","581.32",
"48.497","588","49.66","581.96",
"48.503","574","40.51","581.56",
"48.51","585","47.7","582.16",
"48.518","571","38.55","581.68",
"48.525","583","46.39","582.24",
"48.532","576","41.82","581.96",
"48.539","580","44.43","582.04",
"48.546","583","46.39","582.04",
"48.553","578","43.12","581.72",
"48.561","587","49","581.96",
"48.567","574","40.51","581.28",
"48.574","585","47.7","581.52",
"48.581","571","38.55","580.76",
"48.588","583","46.39","581",
"48.595","568","36.59","580.16",
"48.603","580","44.43","580.4",
"48.61","569","37.24","579.68",
"48.617","578","43.12","579.84",
"48.624","576","41.82","579.52",
"48.63","576","41.82","579.28",
"48.637","584","47.04","579.36",
"48.645","574","40.51","578.72",
"48.652","584","47.04","578.88",
"48.659","572","39.2","578.2",
"48.666","583","46.39","578.48",
"48.673","569","37.24","577.72",
"48.68","581","45.08","578",
"48.688","566","35.28","577.24",
"48.694","579","43.78","577.56",
"48.701","572","39.2","577.12",
"48.708","577","42.47","577.16",
"48.715","579","43.78","577.12",
"48.722","574","40.51","576.76",
"48.73","585","47.7","577.04",
"48.737","572","39.2","576.44",
"48.744","583","46.39","576.8",
"48.751","570","37.9","576.2",
"48.757","582","45.74","576.64",
"48.764","568","36.59","576.04",
