timestamp(ms),Hall w solenoid correction (1-1024),analog value (1-1024) (filtered),Hall mT (filtered),solenoid correction (units analog),analog value (1-1024) (raw),Distance cm (filtered),Solenoid value (0-255),
"43.164","523",,,,,,,
"43.168",,"523",,,,,,
"43.171",,,"7.19",,,,,
"43.174",,,,,,"2.33",,
"43.177",,,,,,,"180",
"43.181",,,,"536",,,,
"43.185",,,,,"551",,,
"43.189","524",,,,,,,
"43.193",,"523",,,,,,
"43.195",,,"7.19",,,,,
"43.198",,,,,,"2.33",,
"43.201",,,,,,,"180",
"43.205",,,,"536",,,,
"43.208",,,,,"551",,,
"43.212","524",,,,,,,
"43.216",,"524",,,,,,
"43.219",,,"7.84",,,,,
"43.223",,,,,,"2.25",,
"43.226",,,,,,,"180",
"43.229",,,,"536",,,,
"43.233",,,,,"550",,,
"43.237","523",,,,,,,
"43.241",,"524",,,,,,
"43.243",,,"7.84",,,,,
"43.246",,,,,,"2.25",,
"43.249",,,,,,,"180",
"43.253",,,,"536",,,,
"43.256",,,,,"550",,,
"43.26","523",,,,,,,
"43.265",,"523",,,,,,
"43.268",,,"7.19",,,,,
"43.271",,,,,,"2.33",,
"43.274",,,,,,,"180",
"43.277",,,,"536",,,,
"43.281",,,,,"550",,,
"43.285","523",,,,,,,
"43.288",,"523",,,,,,
"43.291",,,"7.19",,,,,
"43.294",,,,,,"2.33",,
"43.297",,,,,,,"180",
"43.301",,,,"536",,,,
"43.304",,,,,"550",,,
"43.309","523",,,,,,,
"43.313",,"523",,,,,,
"43.316",,,"7.19",,,,,
"43.319",,,,,,"2.33",,
"43.322",,,,,,,"180",
"43.325",,,,"536",,,,
"43.329",,,,,"550",,,
"43.333","523",,,,,,,
"43.336",,"523",,,,,,
"43.339",,,"7.19",,,,,
"43.342",,,,,,"2.33",,
"43.345",,,,,,,"180",
"43.35",,,,"536",,,,
"43.353",,,,,"551",,,
"43.357","524",,,,,,,
"43.361",,"523",,,,,,
"43.364",,,"7.19",,,,,
"43.367",,,,,,"2.33",,
"43.37",,,,,,,"180",
"43.373",,,,"535",,,,
"43.377",,,,,"551",,,
"43.381","525",,,,,,,
"43.384",,"523",,,,,,
"43.387",,,"7.19",,,,,
"43.39",,,,,,"2.33",,
"43.394",,,,,,,"179",
"43.398",,,,"535",,,,
"43.401",,,,,"551",,,
"43.405","525",,,,,,,
"43.409",,"523",,,,,,
"43.412",,,"7.19",,,,,
"43.415",,,,,,"2.33",,
"43.418",,,,,,,"179",
"43.421",,,,"535",,,,
"43.425",,,,,"552",,,
"43.429","526",,,,,,,
"43.432",,"524",,,,,,
"43.436",,,"7.84",,,,,
"43.439",,,,,,"2.25",,
"43.442",,,,,,,"179",
"43.446",,,,"535",,,,
"43.449",,,,,"553",,,
"43.453","527",,,,,,,
"43.457",,"524",,,,,,
"43.46",,,"7.84",,,,,
"43.462",,,,,,"2.25",,
"43.465",,,,,,,"179",
"43.469",,,,"535",,,,
"43.473",,,,,"555",,,
"43.478","529",,,,,,,
"43.481",,"524",,,,,,
"43.484",,,"7.84",,,,,
"43.487",,,,,,"2.25",,
"43.49",,,,,,,"179",
"43.494",,,,"535",,,,
"43.497",,,,,"557",,,
"43.501","531",,,,,,,
"43.505",,"525",,,,,,
"43.507",,,"8.49",,,,,
"43.51",,,,,,"2.17",,
"43.513",,,,,,,"179",
"43.517",,,,"535",,,,
"43.522",,,,,"561",,,
"43.526","535",,,,,,,
"43.529",,"526",,,,,,
"43.532",,,"9.15",,,,,
"43.535",,,,,,"2.08",,
"43.538",,,,,,,"179",
"43.542",,,,"535",,,,
"43.545",,,,,"569",,,
"43.549","543",,,,,,,
"43.553",,"527",,,,,,
"43.555",,,"9.8",,,,,
"43.558",,,,,,"2",,
"43.561",,,,,,,"179",
"43.566",,,,"535",,,,
"43.57",,,,,"579",,,
"43.574","553",,,,,,,
"43.577",,"529",,,,,,
"43.58",,,"11.11",,,,,
"43.583",,,,,,"1.92",,
"43.586",,,,,,,"179",
"43.59",,,,"535",,,,
"43.593",,,,,"590",,,
"43.597","564",,,,,,,
"43.601",,"533",,,,,,
"43.604",,,"13.72",,,,,
"43.608",,,,,,"1.77",,
"43.611",,,,,,,"179",
"43.615",,,,"535",,,,
"43.618",,,,,"594",,,
"43.622","568",,,,,,,
"43.626",,"538",,,,,,
"43.628",,,"16.99",,,,,
"43.631",,,,,,"1.58",,
"43.634",,,,,,,"178",
"43.638",,,,"535",,,,
"43.641",,,,,"595",,,
"43.645","569",,,,,,,
"43.65",,"543",,,,,,
"43.653",,,"20.26",,,,,
"43.656",,,,,,"1.45",,
"43.659",,,,,,,"178",
"43.663",,,,"535",,,,
"43.666",,,,,"595",,,
"43.67","569",,,,,,,
"43.674",,"545",,,,,,
"43.676",,,"21.56",,,,,
"43.679",,,,,,"1.41",,
"43.682",,,,,,,"178",
"43.686",,,,"535",,,,
"43.691",,,,,"594",,,
"43.695","568",,,,,,,
"43.698",,"569",,,,,,
"43.701",,,"37.24",,,,,
"43.704",,,,,,"1",,
"43.707",,,,,,,"178",
"43.711",,,,"535",,,,
"43.714",,,,,"592",,,
"43.718","566",,,,,,,
"43.722",,"568",,,,,,
"43.724",,,"36.59",,,,,
"43.727",,,,,,"1.02",,
"43.73",,,,,,,"178",
"43.735",,,,"535",,,,
"43.739",,,,,"592",,,
"43.743","566",,,,,,,
"43.746",,"566",,,,,,
"43.749",,,"35.28",,,,,
"43.752",,,,,,"1.05",,
"43.755",,,,,,,"178",
"43.759",,,,"535",,,,
"43.762",,,,,"593",,,
"43.766","567",,,,,,,
"43.77",,"566",,,,,,
"43.773",,,"35.28",,,,,
"43.777",,,,,,"1.05",,
"43.78",,,,,,,"178",
"43.784",,,,"535",,,,
"43.787",,,,,"593",,,
"43.791","567",,,,,,,
"43.795",,"567",,,,,,
"43.797",,,"35.94",,,,,
"43.8",,,,,,"1.03",,
"43.803",,,,,,,"178",
"43.807",,,,"535",,,,
"43.81",,,,,"593",,,
"43.814","567",,,,,,,
"43.819",,"567",,,,,,
"43.822",,,"35.94",,,,,
"43.825",,,,,,"1.03",,
"43.828",,,,,,,"178",
"43.832",,,,"535",,,,
"43.835",,,,,"592",,,
"43.839","566",,,,,,,
"43.843",,"567",,,,,,
"43.845",,,"35.94",,,,,
"43.848",,,,,,"1.03",,
"43.851",,,,,,,"178",
"43.855",,,,"534",,,,
"43.859",,,,,"592",,,
"43.864","567",,,,,,,
"43.867",,"566",,,,,,
"43.87",,,"35.28",,,,,
"43.873",,,,,,"1.05",,
"43.876",,,,,,,"177",
"43.88",,,,"534",,,,
"43.883",,,,,"591",,,
"43.887","566",,,,,,,
"43.891",,"567",,,,,,
"43.893",,,"35.94",,,,,
"43.897",,,,,,"1.03",,
"43.899",,,,,,,"177",
"43.904",,,,"534",,,,
"43.908",,,,,"590",,,
"43.912","565",,,,,,,
"43.915",,"566",,,,,,
"43.918",,,"35.28",,,,,
"43.921",,,,,,"1.05",,
"43.924",,,,,,,"177",
"43.928",,,,"534",,,,
"43.931",,,,,"590",,,
"43.935","565",,,,,,,
"43.939",,"565",,,,,,
"43.942",,,"34.63",,,,,
"43.945",,,,,,"1.07",,
"43.949",,,,,,,"177",
"43.953",,,,"534",,,,
"43.956",,,,,"589",,,
"43.96","564",,,,,,,
"43.964",,"565",,,,,,
"43.966",,,"34.63",,,,,
"43.969",,,,,,"1.07",,
"43.972",,,,,,,"177",
"43.976",,,,"534",,,,
"43.979",,,,,"588",,,
"43.983","563",,,,,,,
"43.987",,"564",,,,,,
"43.991",,,"33.98",,,,,
"43.994",,,,,,"1.09",,
"43.997",,,,,,,"177",
"44.001",,,,"534",,,,
"44.004",,,,,"587",,,
"44.008","562",,,,,,,
"44.012",,"563",,,,,,
"44.014",,,"33.32",,,,,
"44.017",,,,,,"1.1",,
"44.02",,,,,,,"177",
"44.024",,,,"534",,,,
"44.028",,,,,"586",,,
"44.033","561",,,,,,,
"44.036",,"562",,,,,,
"44.039",,,"32.67",,,,,
"44.042",,,,,,"1.12",,
"44.045",,,,,,,"177",
"44.049",,,,"534",,,,
"44.052",,,,,"585",,,
"44.056","560",,,,,,,
"44.06",,"561",,,,,,
"44.062",,,"32.02",,,,,
"44.066",,,,,,"1.14",,
"44.069",,,,,,,"177",
"44.072",,,,"534",,,,
"44.077",,,,,"582",,,
"44.081","557",,,,,,,
"44.084",,"565",,,,,,
"44.087",,,"34.63",,,,,
"44.09",,,,,,"1.07",,
"44.093",,,,,,,"177",
"44.097",,,,"534",,,,
"44.1",,,,,"579",,,
"44.104","554",,,,,,,
"44.108",,"564",,,,,,
"44.111",,,"33.98",,,,,
"44.114",,,,,,"1.09",,
"44.118",,,,,,,"176",
"44.122",,,,"534",,,,
"44.125",,,,,"574",,,
"44.129","549",,,,,,,
"44.133",,"563",,,,,,
"44.135",,,"33.32",,,,,
"44.138",,,,,,"1.1",,
"44.141",,,,,,,"176",
"44.145",,,,"534",,,,
"44.148",,,,,"567",,,
"44.152","542",,,,,,,
"44.156",,"561",,,,,,
"44.16",,,"32.02",,,,,
"44.163",,,,,,"1.14",,
"44.166",,,,,,,"176",
"44.17",,,,"534",,,,
"44.173",,,,,"558",,,
"44.177","533",,,,,,,
"44.181",,"558",,,,,,
"44.183",,,"30.06",,,,,
"44.186",,,,,,"1.19",,
"44.189",,,,,,,"176",
"44.193",,,,"534",,,,
"44.197",,,,,"550",,,
"44.201","525",,,,,,,
"44.205",,"554",,,,,,
"44.208",,,"27.44",,,,,
"44.211",,,,,,"1.26",,
"44.214",,,,,,,"176",
"44.218",,,,"534",,,,
"44.221",,,,,"547",,,
"44.225","522",,,,,,,
"44.229",,"550",,,,,,
"44.231",,,"24.83",,,,,
"44.235",,,,,,"1.33",,
"44.238",,,,,,,"176",
"44.241",,,,"534",,,,
"44.246",,,,,"546",,,
"44.25","521",,,,,,,
"44.253",,"546",,,,,,
"44.256",,,"22.22",,,,,
"44.259",,,,,,"1.4",,
"44.262",,,,,,,"176",
"44.266",,,,"534",,,,
"44.269",,,,,"547",,,
"44.273","522",,,,,,,
"44.277",,"521",,,,,,
"44.28",,,"5.88",,,,,
"44.283",,,,,,"2.5",,
"44.286",,,,,,,"176",
"44.29",,,,"534",,,,
"44.294",,,,,"548",,,
"44.298","523",,,,,,,
"44.302",,"522",,,,,,
"44.304",,,"6.53",,,,,
"44.307",,,,,,"2.42",,
"44.31",,,,,,,"176",
"44.314",,,,"534",,,,
"44.317",,,,,"549",,,
"44.321","524",,,,,,,
"44.325",,"523",,,,,,
"44.328",,,"7.19",,,,,
"44.332",,,,,,"2.33",,
"44.335",,,,,,,"176",
"44.338",,,,"533",,,,
"44.342",,,,,"551",,,
"44.346","527",,,,,,,
"44.35",,"524",,,,,,
"44.352",,,"7.84",,,,,
"44.355",,,,,,"2.25",,
"44.358",,,,,,,"175",
"44.362",,,,"533",,,,
"44.365",,,,,"552",,,
"44.369","528",,,,,,,
"44.374",,"527",,,,,,
"44.377",,,"9.8",,,,,
"44.38",,,,,,"2",,
"44.383",,,,,,,"175",
"44.386",,,,"533",,,,
"44.39",,,,,"551",,,
"44.394","527",,,,,,,
"44.398",,"528",,,,,,
"44.4",,,"10.45",,,,,
"44.403",,,,,,"1.96",,
"44.406",,,,,,,"175",
"44.41",,,,"533",,,,
"44.413",,,,,"552",,,
"44.418","528",,,,,,,
"44.422",,"527",,,,,,
"44.425",,,"9.8",,,,,
"44.428",,,,,,"2",,
"44.431",,,,,,,"175",
"44.435",,,,"533",,,,
"44.438",,,,,"551",,,
"44.442","527",,,,,,,
"44.446",,"528",,,,,,
"44.448",,,"10.45",,,,,
"44.451",,,,,,"1.96",,
"44.454",,,,,,,"175",
"44.459",,,,"533",,,,
"44.462",,,,,"550",,,
"44.466","526",,,,,,,
"44.47",,"527",,,,,,
"44.473",,,"9.8",,,,,
"44.476",,,,,,"2",,
"44.479",,,,,,,"175",
"44.483",,,,"533",,,,
"44.486",,,,,"550",,,
"44.49","526",,,,,,,
"44.494",,"526",,,,,,
"44.496",,,"9.15",,,,,
"44.499",,,,,,"2.08",,
"44.503",,,,,,,"175",
"44.507",,,,"533",,,,
"44.51",,,,,"550",,,
"44.514","526",,,,,,,
"44.518",,"526",,,,,,
"44.521",,,"9.15",,,,,
"44.524",,,,,,"2.08",,
"44.527",,,,,,,"175",
"44.531",,,,"533",,,,
"44.534",,,,,"550",,,
"44.538","526",,,,,,,
"44.542",,"526",,,,,,
"44.545",,,"9.15",,,,,
"44.548",,,,,,"2.08",,
"44.551",,,,,,,"175",
"44.555",,,,"533",,,,
"44.558",,,,,"550",,,
"44.562","526",,,,,,,
"44.566",,"526",,,,,,
"44.569",,,"9.15",,,,,
"44.572",,,,,,"2.08",,
"44.575",,,,,,,"175",
"44.579",,,,"533",,,,
"44.582",,,,,"551",,,
"44.587","527",,,,,,,
"44.591",,"526",,,,,,
"44.593",,,"9.15",,,,,
"44.596",,,,,,"2.08",,
"44.599",,,,,,,"174",
"44.603",,,,"533",,,,
"44.606",,,,,"553",,,
"44.61","529",,,,,,,
"44.614",,"527",,,,,,
"44.617",,,"9.8",,,,,
"44.62",,,,,,"2",,
"44.623",,,,,,,"174",
"44.627",,,,"533",,,,
"44.631",,,,,"557",,,
"44.635","533",,,,,,,
"44.639",,"529",,,,,,
"44.641",,,"11.11",,,,,
"44.644",,,,,,"1.92",,
"44.647",,,,,,,"174",
"44.651",,,,"533",,,,
"44.654",,,,,"564",,,
"44.658","540",,,,,,,
"44.662",,"527",,,,,,
"44.665",,,"9.8",,,,,
"44.668",,,,,,"2",,
"44.672",,,,,,,"174",
"44.676",,,,"533",,,,
"44.679",,,,,"575",,,
"44.683","551",,,,,,,
"44.687",,"527",,,,,,
"44.689",,,"9.8",,,,,
"44.692",,,,,,"2",,
"44.695",,,,,,,"174",
"44.699",,,,"533",,,,
"44.702",,,,,"585",,,
"44.706","561",,,,,,,
"44.71",,"530",,,,,,
"44.713",,,"11.76",,,,,
"44.717",,,,,,"1.88",,
"44.72",,,,,,,"174",
"44.724",,,,"533",,,,
"44.727",,,,,"590",,,
"44.731","566",,,,,,,
"44.735",,"536",,,,,,
"44.737",,,"15.68",,,,,
"44.74",,,,,,"1.65",,
"44.743",,,,,,,"174",
"44.747",,,,"533",,,,
"44.751",,,,,"594",,,
"44.755","570",,,,,,,
"44.759",,"541",,,,,,
"44.762",,,"18.95",,,,,
"44.765",,,,,,"1.48",,
"44.768",,,,,,,"174",
"44.772",,,,"533",,,,
"44.775",,,,,"594",,,
"44.779","570",,,,,,,
"44.783",,"544",,,,,,
"44.785",,,"20.91",,,,,
"44.789",,,,,,"1.43",,
"44.791",,,,,,,"174",
"44.795",,,,"533",,,,
"44.8",,,,,"593",,,
"44.804","569",,,,,,,
"44.807",,"570",,,,,,
"44.81",,,"37.9",,,,,
"44.813",,,,,,"1",,
"44.816",,,,,,,"174",
"44.82",,,,"532",,,,
"44.823",,,,,"591",,,
"44.827","568",,,,,,,
"44.831",,"569",,,,,,
"44.834",,,"37.24",,,,,
"44.837",,,,,,"1",,
"44.84",,,,,,,"173",
"44.845",,,,"532",,,,
"44.848",,,,,"587",,,
"44.852","564",,,,,,,
"44.856",,"568",,,,,,
"44.858",,,"36.59",,,,,
"44.861",,,,,,"1.02",,
"44.864",,,,,,,"173",
"44.868",,,,"532",,,,
"44.871",,,,,"585",,,
"44.875","562",,,,,,,
"44.879",,"564",,,,,,
"44.882",,,"33.98",,,,,
"44.886",,,,,,"1.09",,
"44.889",,,,,,,"173",
"44.893",,,,"532",,,,
"44.896",,,,,"582",,,
"44.9","559",,,,,,,
"44.904",,"562",,,,,,
"44.906",,,"32.67",,,,,
"44.909",,,,,,"1.12",,
"44.912",,,,,,,"173",
"44.916",,,,"532",,,,
"44.92",,,,,"579",,,
"44.924","556",,,,,,,
"44.928",,"559",,,,,,
"44.931",,,"30.71",,,,,
"44.934",,,,,,"1.17",,
"44.937",,,,,,,"173",
"44.941",,,,"532",,,,
"44.944",,,,,"573",,,
"44.948","550",,,,,,,
"44.952",,"556",,,,,,
"44.954",,,"28.75",,,,,
"44.958",,,,,,"1.22",,
"44.961",,,,,,,"173",
"44.964",,,,"532",,,,
"44.968",,,,,"566",,,
"44.973","543",,,,,,,
"44.976",,"550",,,,,,
"44.979",,,"24.83",,,,,
"44.982",,,,,,"1.33",,
"44.985",,,,,,,"173",
"44.989",,,,"532",,,,
"44.992",,,,,"559",,,
"44.996","536",,,,,,,
"45",,"543",,,,,,
"45.003",,,"20.26",,,,,
"45.006",,,,,,"1.45",,
"45.009",,,,,,,"173",
"45.014",,,,"532",,,,
"45.017",,,,,"552",,,
"45.021","529",,,,,,,
"45.025",,"536",,,,,,
"45.027",,,"15.68",,,,,
"45.03",,,,,,"1.65",,
"45.033",,,,,,,"173",
"45.037",,,,"532",,,,
"45.04",,,,,"547",,,
"45.044","524",,,,,,,
"45.048",,"548",,,,,,
"45.051",,,"23.52",,,,,
"45.054",,,,,,"1.36",,
"45.058",,,,,,,"173",
"45.062",,,,"531",,,,
"45.065",,,,,"544",,,
"45.069","522",,,,,,,
"45.073",,"548",,,,,,
"45.075",,,"23.52",,,,,
"45.078",,,,,,"1.36",,
"45.081",,,,,,,"172",
"45.085",,,,"531",,,,
"45.089",,,,,"543",,,
"45.093","521",,,,,,,
"45.096",,"547",,,,,,
"45.1",,,"22.87",,,,,
"45.103",,,,,,"1.38",,
"45.106",,,,,,,"172",
"45.11",,,,"531",,,,
"45.113",,,,,"544",,,
"45.117","522",,,,,,,
"45.121",,"521",,,,,,
"45.123",,,"5.88",,,,,
"45.126",,,,,,"2.5",,
"45.129",,,,,,,"172",
"45.133",,,,"531",,,,
"45.137",,,,,"547",,,
"45.142","525",,,,,,,
"45.145",,"522",,,,,,
"45.148",,,"6.53",,,,,
"45.151",,,,,,"2.42",,
"45.154",,,,,,,"172",
"45.158",,,,"531",,,,
"45.161",,,,,"550",,,
"45.165","528",,,,,,,
"45.169",,"525",,,,,,
"45.171",,,"8.49",,,,,
"45.174",,,,,,"2.17",,
"45.177",,,,,,,"172",
"45.181",,,,"531",,,,
"45.186",,,,,"556",,,
"45.19","534",,,,,,,
"45.193",,"528",,,,,,
"45.196",,,"10.45",,,,,
"45.199",,,,,,"1.96",,
"45.202",,,,,,,"172",
"45.206",,,,"531",,,,
"45.209",,,,,"562",,,
"45.213","540",,,,,,,
"45.217",,"534",,,,,,
"45.22",,,"14.37",,,,,
"45.223",,,,,,"1.73",,
"45.227",,,,,,,"172",
"45.23",,,,"531",,,,
"45.234",,,,,"569",,,
"45.238","547",,,,,,,
"45.242",,"540",,,,,,
"45.244",,,"18.3",,,,,
"45.247",,,,,,"1.5",,
"45.25",,,,,,,"172",
"45.254",,,,"531",,,,
"45.257",,,,,"575",,,
"45.261","553",,,,,,,
"45.265",,"547",,,,,,
"45.268",,,"22.87",,,,,
"45.272",,,,,,"1.38",,
"45.275",,,,,,,"172",
"45.279",,,,"531",,,,
"45.282",,,,,"578",,,
"45.286","556",,,,,,,
"45.29",,"553",,,,,,
"45.292",,,"26.79",,,,,
"45.295",,,,,,"1.28",,
"45.298",,,,,,,"172",
"45.302",,,,"531",,,,
"45.306",,,,,"577",,,
"45.31","555",,,,,,,
"45.314",,"556",,,,,,
"45.317",,,"28.75",,,,,
"45.32",,,,,,"1.22",,
"45.323",,,,,,,"171",
"45.327",,,,"531",,,,
"45.33",,,,,"573",,,
"45.334","551",,,,,,,
"45.338",,"555",,,,,,
"45.34",,,"28.1",,,,,
"45.343",,,,,,"1.24",,
"45.346",,,,,,,"171",
"45.35",,,,"531",,,,
"45.355",,,,,"566",,,
"45.359","544",,,,,,,
"45.362",,"551",,,,,,
"45.365",,,"25.48",,,,,
"45.368",,,,,,"1.31",,
"45.371",,,,,,,"171",
"45.375",,,,"531",,,,
"45.378",,,,,"558",,,
"45.382","536",,,,,,,
"45.386",,"544",,,,,,
"45.389",,,"20.91",,,,,
"45.392",,,,,,"1.43",,
"45.395",,,,,,,"171",
"45.4",,,,"531",,,,
"45.403",,,,,"550",,,
"45.407","528",,,,,,,
"45.411",,"536",,,,,,
"45.413",,,"15.68",,,,,
"45.416",,,,,,"1.65",,
"45.419",,,,,,,"171",
"45.423",,,,"531",,,,
"45.426",,,,,"544",,,
"45.43","522",,,,,,,
"45.434",,"528",,,,,,
"45.437",,,"10.45",,,,,
"45.441",,,,,,"1.96",,
"45.444",,,,,,,"171",
"45.448",,,,"531",,,,
"45.451",,,,,"542",,,
"45.455","520",,,,,,,
"45.459",,"538",,,,,,
"45.461",,,"16.99",,,,,
"45.464",,,,,,"1.58",,
"45.467",,,,,,,"171",
"45.471",,,,"531",,,,
"45.475",,,,,"542",,,
"45.479","520",,,,,,,
"45.483",,"538",,,,,,
"45.486",,,"16.99",,,,,
"45.489",,,,,,"1.58",,
"45.492",,,,,,,"171",
"45.496",,,,"531",,,,
"45.499",,,,,"546",,,
"45.503","524",,,,,,,
"45.507",,"520",,,,,,
"45.509",,,"5.23",,,,,
"45.512",,,,,,"2.63",,
"45.515",,,,,,,"171",
"45.519",,,,"531",,,,
"45.523",,,,,"553",,,
"45.528","531",,,,,,,
"45.531",,"524",,,,,,
"45.534",,,"7.84",,,,,
"45.537",,,,,,"2.25",,
"45.54",,,,,,,"171",
"45.544",,,,"530",,,,
"45.547",,,,,"561",,,
"45.551","540",,,,,,,
"45.555",,"531",,,,,,
"45.557",,,"12.41",,,,,
"45.56",,,,,,"1.85",,
"45.563",,,,,,,"170",
"45.568",,,,"530",,,,
"45.572",,,,,"571",,,
"45.576","550",,,,,,,
"45.579",,"540",,,,,,
"45.582",,,"18.3",,,,,
"45.585",,,,,,"1.5",,
"45.588",,,,,,,"170",
"45.592",,,,"530",,,,
"45.595",,,,,"578",,,
"45.599","557",,,,,,,
"45.603",,"538",,,,,,
"45.606",,,"16.99",,,,,
"45.609",,,,,,"1.58",,
"45.613",,,,,,,"170",
"45.617",,,,"530",,,,
"45.62",,,,,"582",,,
"45.624","561",,,,,,,
"45.628",,"538",,,,,,
"45.63",,,"16.99",,,,,
"45.633",,,,,,"1.58",,
"45.636",,,,,,,"170",
"45.64",,,,"530",,,,
"45.643",,,,,"583",,,
"45.647","562",,,,,,,
"45.651",,"538",,,,,,
"45.655",,,"16.99",,,,,
"45.658",,,,,,"1.58",,
"45.661",,,,,,,"170",
"45.665",,,,"530",,,,
"45.668",,,,,"581",,,
"45.672","560",,,,,,,
"45.676",,"562",,,,,,
"45.678",,,"32.67",,,,,
"45.681",,,,,,"1.12",,
"45.684",,,,,,,"170",
"45.688",,,,"530",,,,
"45.692",,,,,"578",,,
"45.697","557",,,,,,,
"45.7",,"560",,,,,,
"45.703",,,"31.36",,,,,
"45.706",,,,,,"1.16",,
"45.709",,,,,,,"170",
"45.713",,,,"530",,,,
"45.716",,,,,"574",,,
"45.72","553",,,,,,,
"45.724",,"557",,,,,,
"45.726",,,"29.4",,,,,
"45.729",,,,,,"1.21",,
"45.732",,,,,,,"170",
"45.736",,,,"530",,,,
"45.741",,,,,"571",,,
"45.745","550",,,,,,,
"45.748",,"553",,,,,,
"45.751",,,"26.79",,,,,
"45.754",,,,,,"1.28",,
"45.757",,,,,,,"170",
"45.761",,,,"530",,,,
"45.764",,,,,"567",,,
"45.768","546",,,,,,,
"45.772",,"550",,,,,,
"45.775",,,"24.83",,,,,
"45.778",,,,,,"1.33",,
"45.782",,,,,,,"170",
"45.786",,,,"530",,,,
"45.789",,,,,"564",,,
"45.793","543",,,,,,,
"45.797",,"546",,,,,,
"45.799",,,"22.22",,,,,
"45.802",,,,,,"1.4",,
"45.805",,,,,,,"169",
"45.809",,,,"530",,,,
"45.812",,,,,"561",,,
"45.816","540",,,,,,,
"45.82",,"543",,,,,,
"45.824",,,"20.26",,,,,
"45.827",,,,,,"1.45",,
"45.83",,,,,,,"169",
"45.834",,,,"530",,,,
"45.837",,,,,"558",,,
"45.841","537",,,,,,,
"45.845",,"540",,,,,,
"45.847",,,"18.3",,,,,
"45.85",,,,,,"1.5",,
"45.853",,,,,,,"169",
"45.857",,,,"530",,,,
"45.861",,,,,"553",,,
"45.865","532",,,,,,,
"45.869",,"537",,,,,,
"45.872",,,"16.33",,,,,
"45.875",,,,,,"1.62",,
"45.878",,,,,,,"169",
"45.882",,,,"530",,,,
"45.885",,,,,"550",,,
"45.889","529",,,,,,,
"45.893",,"532",,,,,,
"45.895",,,"13.07",,,,,
"45.899",,,,,,"1.81",,
"45.901",,,,,,,"169",
"45.905",,,,"530",,,,
"45.91",,,,,"547",,,
"45.914","526",,,,,,,
"45.917",,"529",,,,,,
"45.92",,,"11.11",,,,,
"45.923",,,,,,"1.92",,
"45.926",,,,,,,"169",
"45.93",,,,"530",,,,
"45.933",,,,,"545",,,
"45.937","524",,,,,,,
"45.941",,"526",,,,,,
"45.944",,,"9.15",,,,,
"45.947",,,,,,"2.08",,
"45.95",,,,,,,"169",
"45.954",,,,"530",,,,
"45.958",,,,,"544",,,
"45.962","523",,,,,,,
"45.965",,"524",,,,,,
"45.968",,,"7.84",,,,,
"45.971",,,,,,"2.25",,
"45.974",,,,,,,"169",
"45.978",,,,"530",,,,
"45.981",,,,,"542",,,
"45.985","521",,,,,,,
"45.989",,"543",,,,,,
"45.992",,,"20.26",,,,,
"45.996",,,,,,"1.45",,
"45.999",,,,,,,"169",
"46.003",,,,"530",,,,
"46.006",,,,,"540",,,
"46.01","519",,,,,,,
"46.014",,"542",,,,,,
"46.016",,,"19.6",,,,,
"46.019",,,,,,"1.47",,
"46.022",,,,,,,"169",
"46.026",,,,"529",,,,
"46.029",,,,,"538",,,
"46.033","518",,,,,,,
"46.038",,"541",,,,,,
"46.041",,,"18.95",,,,,
"46.044",,,,,,"1.48",,
"46.047",,,,,,,"168",
"46.051",,,,"529",,,,
"46.054",,,,,"537",,,
"46.058","517",,,,,,,
"46.062",,"540",,,,,,
"46.064",,,"18.3",,,,,
"46.067",,,,,,"1.5",,
"46.07",,,,,,,"168",
"46.074",,,,"529",,,,
"46.078",,,,,"536",,,
"46.083","516",,,,,,,
"46.086",,"540",,,,,,
"46.089",,,"18.3",,,,,
"46.092",,,,,,"1.5",,
"46.095",,,,,,,"168",
"46.099",,,,"529",,,,
"46.102",,,,,"536",,,
"46.106","516",,,,,,,
"46.11",,"539",,,,,,
"46.112",,,"17.64",,,,,
"46.116",,,,,,"1.54",,
"46.118",,,,,,,"168",
"46.123",,,,"529",,,,
"46.127",,,,,"536",,,
"46.131","516",,,,,,,
"46.134",,"516",,,,,,
"46.137",,,"2.61",,,,,
"46.14",,,,,,"3.17",,
"46.143",,,,,,,"168",
"46.147",,,,"529",,,,
"46.15",,,,,"535",,,
"46.154","515",,,,,,,
"46.158",,"538",,,,,,
"46.16",,,"16.99",,,,,
"46.164",,,,,,"1.58",,
"46.168",,,,,,,"168",
"46.171",,,,"529",,,,
"46.175",,,,,"536",,,
"46.179","516",,,,,,,
"46.183",,"515",,,,,,
"46.185",,,"1.96",,,,,
"46.188",,,,,,"3.33",,
"46.191",,,,,,,"168",
"46.195",,,,"529",,,,
"46.198",,,,,"536",,,
"46.202","516",,,,,,,
"46.206",,"516",,,,,,
"46.21",,,"2.61",,,,,
"46.213",,,,,,"3.17",,
"46.216",,,,,,,"168",
"46.219",,,,"529",,,,
"46.223",,,,,"537",,,
"46.227","517",,,,,,,
"46.23",,"516",,,,,,
"46.233",,,"2.61",,,,,
"46.236",,,,,,"3.17",,
"46.239",,,,,,,"168",
"46.243",,,,"529",,,,
"46.246",,,,,"539",,,
"46.251","519",,,,,,,
"46.255",,"517",,,,,,
"46.258",,,"3.27",,,,,
"46.261",,,,,,"3",,
"46.264",,,,,,,"168",
"46.267",,,,"528",,,,
