timestamp(ms),Hall w solenoid correction (1-1024),analog value (1-1024) (filtered),Hall mT (filtered),solenoid correction (units analog),analog value (1-1024) (raw),Distance cm (filtered),Solenoid value (0-255),
"46.271",,,,,"541",,,
"46.275","522",,,,,,,
"46.278",,"519",,,,,,
"46.281",,,"4.57",,,,,
"46.284",,,,,,"2.75",,
"46.287",,,,,,,"167",
"46.291",,,,"528",,,,
"46.295",,,,,"542",,,
"46.299","523",,,,,,,
"46.303",,"522",,,,,,
"46.306",,,"6.53",,,,,
"46.309",,,,,,"2.42",,
"46.312",,,,,,,"167",
"46.315",,,,"528",,,,
"46.319",,,,,"543",,,
"46.323","524",,,,,,,
"46.326",,"523",,,,,,
"46.329",,,"7.19",,,,,
"46.332",,,,,,"2.33",,
"46.336",,,,,,,"167",
"46.34",,,,"528",,,,
"46.343",,,,,"544",,,
"46.347","525",,,,,,,
"46.351",,"524",,,,,,
"46.354",,,"7.84",,,,,
"46.357",,,,,,"2.25",,
"46.359",,,,,,,"167",
"46.363",,,,"528",,,,
"46.367",,,,,"546",,,
"46.371","527",,,,,,,
"46.374",,"525",,,,,,
"46.377",,,"8.49",,,,,
"46.381",,,,,,"2.17",,
"46.384",,,,,,,"167",
"46.388",,,,"528",,,,
"46.391",,,,,"548",,,
"46.395","529",,,,,,,
"46.399",,"520",,,,,,
"46.401",,,"5.23",,,,,
"46.404",,,,,,"2.63",,
"46.407",,,,,,,"167",
"46.411",,,,"528",,,,
"46.415",,,,,"550",,,
"46.419","531",,,,,,,
"46.423",,"521",,,,,,
"46.426",,,"5.88",,,,,
"46.429",,,,,,"2.5",,
"46.432",,,,,,,"167",
"46.436",,,,"528",,,,
"46.439",,,,,"551",,,
"46.443","532",,,,,,,
"46.447",,"522",,,,,,
"46.449",,,"6.53",,,,,
"46.452",,,,,,"2.42",,
"46.455",,,,,,,"167",
"46.459",,,,"528",,,,
"46.464",,,,,"552",,,
"46.468","533",,,,,,,
"46.471",,"523",,,,,,
"46.474",,,"7.19",,,,,
"46.477",,,,,,"2.33",,
"46.48",,,,,,,"167",
"46.484",,,,"528",,,,
"46.487",,,,,"552",,,
"46.491","533",,,,,,,
"46.495",,"523",,,,,,
"46.497",,,"7.19",,,,,
"46.5",,,,,,"2.33",,
"46.503",,,,,,,"167",
"46.508",,,,"528",,,,
"46.512",,,,,"553",,,
"46.516","534",,,,,,,
"46.519",,"524",,,,,,
"46.522",,,"7.84",,,,,
"46.525",,,,,,"2.25",,
"46.528",,,,,,,"166",
"46.532",,,,"528",,,,
"46.535",,,,,"553",,,
"46.539","534",,,,,,,
"46.543",,"524",,,,,,
"46.545",,,"7.84",,,,,
"46.548",,,,,,"2.25",,
"46.552",,,,,,,"166",
"46.556",,,,"528",,,,
"46.56",,,,,"553",,,
"46.564","534",,,,,,,
"46.567",,"534",,,,,,
"46.57",,,"14.37",,,,,
"46.573",,,,,,"1.73",,
"46.576",,,,,,,"166",
"46.58",,,,"528",,,,
"46.583",,,,,"553",,,
"46.587","534",,,,,,,
"46.592",,"534",,,,,,
"46.595",,,"14.37",,,,,
"46.598",,,,,,"1.73",,
"46.601",,,,,,,"166",
"46.604",,,,"528",,,,
"46.608",,,,,"552",,,
"46.612","533",,,,,,,
"46.616",,"534",,,,,,
"46.618",,,"14.37",,,,,
"46.621",,,,,,"1.73",,
"46.624",,,,,,,"166",
"46.628",,,,"528",,,,
"46.631",,,,,"552",,,
"46.636","533",,,,,,,
"46.64",,"533",,,,,,
"46.643",,,"13.72",,,,,
"46.646",,,,,,"1.77",,
"46.649",,,,,,,"166",
"46.653",,,,"528",,,,
"46.656",,,,,"554",,,
"46.66","535",,,,,,,
"46.664",,"525",,,,,,
"46.666",,,"8.49",,,,,
"46.669",,,,,,"2.17",,
"46.672",,,,,,,"166",
"46.676",,,,"528",,,,
"46.68",,,,,"555",,,
"46.684","536",,,,,,,
"46.688",,"525",,,,,,
"46.691",,,"8.49",,,,,
"46.694",,,,,,"2.17",,
"46.697",,,,,,,"166",
"46.701",,,,"528",,,,
"46.704",,,,,"557",,,
"46.708","538",,,,,,,
"46.712",,"526",,,,,,
"46.714",,,"9.15",,,,,
"46.717",,,,,,"2.08",,
"46.721",,,,,,,"166",
"46.725",,,,"528",,,,
"46.728",,,,,"559",,,
"46.732","540",,,,,,,
"46.736",,"527",,,,,,
"46.739",,,"9.8",,,,,
"46.742",,,,,,"2",,
"46.745",,,,,,,"166",
"46.749",,,,"527",,,,
"46.752",,,,,"560",,,
"46.756","542",,,,,,,
"46.76",,"530",,,,,,
"46.763",,,"11.76",,,,,
"46.766",,,,,,"1.88",,
"46.769",,,,,,,"165",
"46.773",,,,"527",,,,
"46.776",,,,,"563",,,
"46.78","545",,,,,,,
"46.784",,"531",,,,,,
"46.787",,,"12.41",,,,,
"46.79",,,,,,"1.85",,
"46.793",,,,,,,"165",
"46.797",,,,"527",,,,
"46.8",,,,,"564",,,
"46.804","546",,,,,,,
"46.809",,"533",,,,,,
"46.811",,,"13.72",,,,,
"46.814",,,,,,"1.77",,
"46.817",,,,,,,"165",
"46.821",,,,"527",,,,
"46.825",,,,,"566",,,
"46.829","548",,,,,,,
"46.832",,"535",,,,,,
"46.835",,,"15.03",,,,,
"46.838",,,,,,"1.69",,
"46.841",,,,,,,"165",
"46.845",,,,"527",,,,
"46.849",,,,,"567",,,
"46.853","549",,,,,,,
"46.857",,"536",,,,,,
"46.859",,,"15.68",,,,,
"46.863",,,,,,"1.65",,
"46.866",,,,,,,"165",
"46.869",,,,"527",,,,
"46.873",,,,,"567",,,
"46.877","549",,,,,,,
"46.88",,"538",,,,,,
"46.883",,,"16.99",,,,,
"46.886",,,,,,"1.58",,
"46.889",,,,,,,"165",
"46.894",,,,"527",,,,
"46.897",,,,,"568",,,
"46.901","550",,,,,,,
"46.905",,"540",,,,,,
"46.908",,,"18.3",,,,,
"46.911",,,,,,"1.5",,
"46.914",,,,,,,"165",
"46.918",,,,"527",,,,
"46.921",,,,,"568",,,
"46.925","550",,,,,,,
"46.929",,"540",,,,,,
"46.931",,,"18.3",,,,,
"46.935",,,,,,"1.5",,
"46.938",,,,,,,"165",
"46.942",,,,"527",,,,
"46.945",,,,,"567",,,
"46.949","549",,,,,,,
"46.953",,"550",,,,,,
"46.956",,,"24.83",,,,,
"46.959",,,,,,"1.33",,
"46.962",,,,,,,"165",
"46.966",,,,"527",,,,
"46.969",,,,,"565",,,
"46.973","547",,,,,,,
"46.978",,"549",,,,,,
"46.98",,,"24.18",,,,,
"46.983",,,,,,"1.34",,
"46.986",,,,,,,"165",
"46.99",,,,"527",,,,
"46.994",,,,,"563",,,
"46.998","545",,,,,,,
"47.001",,"547",,,,,,
"47.004",,,"22.87",,,,,
"47.007",,,,,,"1.38",,
"47.01",,,,,,,"164",
"47.014",,,,"527",,,,
"47.017",,,,,"561",,,
"47.022","543",,,,,,,
"47.026",,"545",,,,,,
"47.029",,,"21.56",,,,,
"47.032",,,,,,"1.41",,
"47.035",,,,,,,"164",
"47.038",,,,"527",,,,
"47.042",,,,,"560",,,
"47.046","542",,,,,,,
"47.05",,"543",,,,,,
"47.052",,,"20.26",,,,,
"47.055",,,,,,"1.45",,
"47.058",,,,,,,"164",
"47.063",,,,"527",,,,
"47.066",,,,,"559",,,
"47.07","541",,,,,,,
"47.074",,"542",,,,,,
"47.077",,,"19.6",,,,,
"47.08",,,,,,"1.47",,
"47.083",,,,,,,"164",
"47.087",,,,"527",,,,
"47.09",,,,,"560",,,
"47.094","542",,,,,,,
"47.098",,"541",,,,,,
"47.1",,,"18.95",,,,,
"47.104",,,,,,"1.48",,
"47.107",,,,,,,"164",
"47.111",,,,"527",,,,
"47.115",,,,,"562",,,
"47.118","544",,,,,,,
"47.122",,"542",,,,,,
"47.125",,,"19.6",,,,,
"47.128",,,,,,"1.47",,
"47.131",,,,,,,"164",
"47.135",,,,"527",,,,
"47.138",,,,,"562",,,
"47.142","544",,,,,,,
"47.147",,"544",,,,,,
"47.149",,,"20.91",,,,,
"47.152",,,,,,"1.43",,
"47.155",,,,,,,"164",
"47.159",,,,"527",,,,
"47.163",,,,,"563",,,
"47.167","545",,,,,,,
"47.17",,"544",,,,,,
"47.173",,,"20.91",,,,,
"47.176",,,,,,"1.43",,
"47.179",,,,,,,"164",
"47.183",,,,"527",,,,
"47.186",,,,,"563",,,
"47.191","545",,,,,,,
"47.195",,"545",,,,,,
"47.198",,,"21.56",,,,,
"47.201",,,,,,"1.41",,
"47.204",,,,,,,"164",
"47.207",,,,"527",,,,
"47.211",,,,,"564",,,
"47.215","546",,,,,,,
"47.219",,"545",,,,,,
"47.221",,,"21.56",,,,,
"47.224",,,,,,"1.41",,
"47.227",,,,,,,"164",
"47.232",,,,"526",,,,
"47.235",,,,,"565",,,
"47.239","548",,,,,,,
"47.243",,"546",,,,,,
"47.246",,,"22.22",,,,,
"47.249",,,,,,"1.4",,
"47.252",,,,,,,"163",
"47.256",,,,"526",,,,
"47.259",,,,,"568",,,
"47.263","551",,,,,,,
"47.267",,"545",,,,,,
"47.269",,,"21.56",,,,,
"47.272",,,,,,"1.41",,
"47.276",,,,,,,"163",
"47.28",,,,"526",,,,
"47.284",,,,,"568",,,
"47.288","551",,,,,,,
"47.291",,"545",,,,,,
"47.294",,,"21.56",,,,,
"47.297",,,,,,"1.41",,
"47.3",,,,,,,"163",
"47.304",,,,"526",,,,
"47.307",,,,,"569",,,
"47.311","552",,,,,,,
"47.315",,"546",,,,,,
"47.318",,,"22.22",,,,,
"47.321",,,,,,"1.4",,
"47.324",,,,,,,"163",
"47.328",,,,"526",,,,
"47.332",,,,,"569",,,
"47.336","552",,,,,,,
"47.339",,"546",,,,,,
"47.342",,,"22.22",,,,,
"47.345",,,,,,"1.4",,
"47.348",,,,,,,"163",
"47.352",,,,"526",,,,
"47.355",,,,,"569",,,
"47.36","552",,,,,,,
"47.364",,"552",,,,,,
"47.367",,,"26.14",,,,,
"47.37",,,,,,"1.29",,
"47.373",,,,,,,"163",
"47.377",,,,"526",,,,
"47.38",,,,,"569",,,
"47.384","552",,,,,,,
"47.388",,"552",,,,,,
"47.39",,,"26.14",,,,,
"47.393",,,,,,"1.29",,
"47.396",,,,,,,"163",
"47.4",,,,"526",,,,
"47.404",,,,,"568",,,
"47.408","551",,,,,,,
"47.412",,"552",,,,,,
"47.415",,,"26.14",,,,,
"47.418",,,,,,"1.29",,
"47.421",,,,,,,"163",
"47.425",,,,"526",,,,
"47.428",,,,,"568",,,
"47.432","551",,,,,,,
"47.436",,"551",,,,,,
"47.438",,,"25.48",,,,,
"47.441",,,,,,"1.31",,
"47.444",,,,,,,"163",
"47.449",,,,"526",,,,
"47.453",,,,,"568",,,
"47.457","551",,,,,,,
"47.46",,"551",,,,,,
"47.463",,,"25.48",,,,,
"47.466",,,,,,"1.31",,
"47.469",,,,,,,"163",
"47.473",,,,"526",,,,
"47.476",,,,,"568",,,
"47.48","551",,,,,,,
"47.484",,"551",,,,,,
"47.486",,,"25.48",,,,,
"47.49",,,,,,"1.31",,
"47.493",,,,,,,"162",
"47.497",,,,"526",,,,
"47.501",,,,,"567",,,
"47.505","550",,,,,,,
"47.508",,"551",,,,,,
"47.511",,,"25.48",,,,,
"47.514",,,,,,"1.31",,
"47.517",,,,,,,"162",
"47.521",,,,"526",,,,
"47.524",,,,,"566",,,
"47.528","549",,,,,,,
"47.533",,"550",,,,,,
"47.536",,,"24.83",,,,,
"47.539",,,,,,"1.33",,
"47.542",,,,,,,"162",
"47.546",,,,"526",,,,
"47.549",,,,,"566",,,
"47.553","549",,,,,,,
"47.557",,"549",,,,,,
"47.559",,,"24.18",,,,,
"47.562",,,,,,"1.34",,
"47.565",,,,,,,"162",
"47.569",,,,"526",,,,
"47.572",,,,,"566",,,
"47.577","549",,,,,,,
"47.581",,"549",,,,,,
"47.584",,,"24.18",,,,,
"47.587",,,,,,"1.34",,
"47.59",,,,,,,"162",
"47.594",,,,"526",,,,
"47.597",,,,,"566",,,
"47.601","549",,,,,,,
"47.605",,"549",,,,,,
"47.607",,,"24.18",,,,,
"47.61",,,,,,"1.34",,
"47.613",,,,,,,"162",
"47.618",,,,"526",,,,
"47.622",,,,,"566",,,
"47.626","549",,,,,,,
"47.629",,"549",,,,,,
"47.632",,,"24.18",,,,,
"47.635",,,,,,"1.34",,
"47.638",,,,,,,"162",
"47.642",,,,"526",,,,
"47.645",,,,,"566",,,
"47.649","549",,,,,,,
"47.653",,"549",,,,,,
"47.655",,,"24.18",,,,,
"47.66",,,,,,"1.34",,
"47.663",,,,,,,"162",
"47.666",,,,"526",,,,
"47.67",,,,,"565",,,
"47.674","548",,,,,,,
"47.677",,"549",,,,,,
"47.68",,,"24.18",,,,,
"47.683",,,,,,"1.34",,
"47.686",,,,,,,"162",
"47.69",,,,"526",,,,
"47.693",,,,,"565",,,
"47.697","548",,,,,,,
"47.702",,"548",,,,,,
"47.705",,,"23.52",,,,,
"47.708",,,,,,"1.36",,
"47.711",,,,,,,"162",
"47.715",,,,"525",,,,
"47.718",,,,,"565",,,
"47.722","549",,,,,,,
"47.726",,"548",,,,,,
"47.728",,,"23.52",,,,,
"47.731",,,,,,"1.36",,
"47.734",,,,,,,"161",
"47.738",,,,"525",,,,
"47.741",,,,,"566",,,
"47.746","550",,,,,,,
"47.75",,"549",,,,,,
"47.753",,,"24.18",,,,,
"47.756",,,,,,"1.34",,
"47.759",,,,,,,"161",
"47.763",,,,"525",,,,
"47.766",,,,,"566",,,
"47.77","550",,,,,,,
"47.774",,"550",,,,,,
"47.776",,,"24.83",,,,,
"47.779",,,,,,"1.33",,
"47.782",,,,,,,"161",
"47.787",,,,"525",,,,
"47.791",,,,,"566",,,
"47.795","550",,,,,,,
"47.798",,"550",,,,,,
"47.801",,,"24.83",,,,,
"47.804",,,,,,"1.33",,
"47.807",,,,,,,"161",
"47.811",,,,"525",,,,
"47.814",,,,,"565",,,
"47.818","549",,,,,,,
"47.822",,"550",,,,,,
"47.824",,,"24.83",,,,,
"47.828",,,,,,"1.33",,
"47.832",,,,,,,"161",
"47.835",,,,"525",,,,
"47.839",,,,,"564",,,
"47.843","548",,,,,,,
"47.846",,"549",,,,,,
"47.849",,,"24.18",,,,,
"47.852",,,,,,"1.34",,
"47.855",,,,,,,"161",
"47.859",,,,"525",,,,
"47.862",,,,,"563",,,
"47.866","547",,,,,,,
"47.87",,"550",,,,,,
"47.874",,,"24.83",,,,,
"47.877",,,,,,"1.33",,
"47.88",,,,,,,"161",
"47.884",,,,"525",,,,
"47.887",,,,,"563",,,
"47.891","547",,,,,,,
"47.895",,"549",,,,,,
"47.897",,,"24.18",,,,,
"47.9",,,,,,"1.34",,
"47.903",,,,,,,"161",
"47.907",,,,"525",,,,
"47.91",,,,,"562",,,
"47.915","546",,,,,,,
"47.919",,"549",,,,,,
"47.922",,,"24.18",,,,,
"47.925",,,,,,"1.34",,
"47.928",,,,,,,"161",
"47.932",,,,"525",,,,
"47.935",,,,,"563",,,
"47.939","547",,,,,,,
"47.943",,"546",,,,,,
"47.945",,,"22.22",,,,,
"47.948",,,,,,"1.4",,
"47.951",,,,,,,"161",
"47.955",,,,"524",,,,
"47.96",,,,,"561",,,
"47.964","546",,,,,,,
"47.967",,"547",,,,,,
"47.97",,,"22.87",,,,,
"47.973",,,,,,"1.38",,
"47.976",,,,,,,"160",
"47.98",,,,"524",,,,
"47.983",,,,,"561",,,
"47.987","546",,,,,,,
"47.991",,"546",,,,,,
"47.993",,,"22.22",,,,,
"47.997",,,,,,"1.4",,
"48.001",,,,,,,"160",
"48.004",,,,"524",,,,
"48.008",,,,,"560",,,
"48.012","545",,,,,,,
"48.015",,"548",,,,,,
"48.018",,,"23.52",,,,,
"48.021",,,,,,"1.36",,
"48.024",,,,,,,"160",
"48.028",,,,"524",,,,
"48.031",,,,,"560",,,
"48.035","545",,,,,,,
"48.039",,"548",,,,,,
"48.043",,,"23.52",,,,,
"48.046",,,,,,"1.36",,
"48.049",,,,,,,"160",
"48.053",,,,"524",,,,
"48.056",,,,,"560",,,
"48.06","545",,,,,,,
"48.064",,"545",,,,,,
"48.066",,,"21.56",,,,,
"48.069",,,,,,"1.41",,
"48.072",,,,,,,"160",
"48.076",,,,"524",,,,
"48.079",,,,,"560",,,
"48.083","545",,,,,,,
"48.088",,"545",,,,,,
"48.091",,,"21.56",,,,,
"48.094",,,,,,"1.41",,
"48.097",,,,,,,"160",
"48.101",,,,"524",,,,
"48.104",,,,,"560",,,
"48.108","545",,,,,,,
"48.112",,"545",,,,,,
"48.114",,,"21.56",,,,,
"48.117",,,,,,"1.41",,
"48.12",,,,,,,"160",
"48.124",,,,"524",,,,
"48.129",,,,,"560",,,
"48.133","545",,,,,,,
"48.136",,"545",,,,,,
"48.139",,,"21.56",,,,,
"48.142",,,,,,"1.41",,
"48.145",,,,,,,"160",
"48.149",,,,"524",,,,
"48.152",,,,,"559",,,
"48.156","544",,,,,,,
"48.16",,"547",,,,,,
"48.162",,,"22.87",,,,,
"48.166",,,,,,"1.38",,
"48.169",,,,,,,"160",
"48.173",,,,"524",,,,
"48.177",,,,,"558",,,
"48.181","543",,,,,,,
"48.185",,"547",,,,,,
"48.187",,,"22.87",,,,,
"48.19",,,,,,"1.38",,
"48.193",,,,,,,"160",
"48.197",,,,"524",,,,
"48.2",,,,,"558",,,
"48.204","543",,,,,,,
"48.208",,"547",,,,,,
"48.211",,,"22.87",,,,,
"48.215",,,,,,"1.38",,
"48.218",,,,,,,"159",
"48.222",,,,"524",,,,
"48.225",,,,,"557",,,
"48.229","542",,,,,,,
"48.233",,"546",,,,,,
"48.235",,,"22.22",,,,,
"48.238",,,,,,"1.4",,
"48.241",,,,,,,"159",
"48.245",,,,"524",,,,
"48.249",,,,,"557",,,
"48.252","542",,,,,,,
"48.257",,"546",,,,,,
"48.26",,,"22.22",,,,,
"48.263",,,,,,"1.4",,
"48.266",,,,,,,"159",
"48.27",,,,"524",,,,
"48.273",,,,,"557",,,
"48.277","542",,,,,,,
"48.281",,"542",,,,,,
"48.283",,,"19.6",,,,,
"48.286",,,,,,"1.47",,
"48.289",,,,,,,"159",
"48.293",,,,"524",,,,
"48.297",,,,,"557",,,
"48.302","542",,,,,,,
"48.305",,"542",,,,,,
"48.308",,,"19.6",,,,,
"48.311",,,,,,"1.47",,
"48.314",,,,,,,"159",
"48.318",,,,"524",,,,
"48.321",,,,,"557",,,
"48.325","542",,,,,,,
"48.329",,"542",,,,,,
"48.332",,,"19.6",,,,,
"48.335",,,,,,"1.47",,
"48.338",,,,,,,"159",
"48.342",,,,"524",,,,
"48.346",,,,,"556",,,
"48.35","541",,,,,,,
"48.354",,"544",,,,,,
"48.356",,,"20.91",,,,,
"48.359",,,,,,"1.43",,
"48.362",,,,,,,"159",
"48.366",,,,"524",,,,
"48.369",,,,,"557",,,
"48.373","542",,,,,,,
"48.377",,"541",,,,,,
"48.38",,,"18.95",,,,,
"48.384",,,,,,"1.48",,
"48.387",,,,,,,"159",
"48.391",,,,"524",,,,
"48.394",,,,,"557",,,
"48.398","542",,,,,,,
"48.402",,"542",,,,,,
"48.404",,,"19.6",,,,,
"48.407",,,,,,"1.47",,
"48.41",,,,,,,"159",
"48.414",,,,"524",,,,
"48.418",,,,,"557",,,
"48.422","542",,,,,,,
"48.425",,"542",,,,,,
"48.429",,,"19.6",,,,,
"48.432",,,,,,"1.47",,
"48.435",,,,,,,"159",
"48.439",,,,"523",,,,
"48.442",,,,,"557",,,
"48.446","543",,,,,,,
"48.45",,"542",,,,,,
"48.452",,,"19.6",,,,,
"48.455",,,,,,"1.47",,
"48.458",,,,,,,"158",
"48.462",,,,"523",,,,
"48.466",,,,,"558",,,
"48.471","544",,,,,,,
"48.474",,"543",,,,,,
"48.477",,,"20.26",,,,,
"48.48",,,,,,"1.45",,
"48.483",,,,,,,"158",
"48.487",,,,"523",,,,
"48.49",,,,,"558",,,
"48.494","544",,,,,,,
"48.498",,"544",,,,,,
"48.501",,,"20.91",,,,,
"48.504",,,,,,"1.43",,
"48.507",,,,,,,"158",
"48.51",,,,"523",,,,
"48.515",,,,,"559",,,
"48.519","545",,,,,,,
"48.523",,"544",,,,,,
"48.525",,,"20.91",,,,,
"48.528",,,,,,"1.43",,
"48.531",,,,,,,"158",
"48.535",,,,"523",,,,
"48.538",,,,,"559",,,
"48.542","545",,,,,,,
"48.546",,"545",,,,,,
"48.549",,,"21.56",,,,,
"48.552",,,,,,"1.41",,
"48.556",,,,,,,"158",
"48.56",,,,"523",,,,
"48.563",,,,,"559",,,
"48.567","545",,,,,,,
"48.571",,"545",,,,,,
"48.573",,,"21.56",,,,,
"48.576",,,,,,"1.41",,
"48.579",,,,,,,"158",
"48.583",,,,"523",,,,
"48.587",,,,,"558",,,
"48.591","544",,,,,,,
"48.594",,"545",,,,,,
"48.598",,,"21.56",,,,,
"48.601",,,,,,"1.41",,
"48.604",,,,,,,"158",
"48.608",,,,"523",,,,
"48.611",,,,,"558",,,
"48.615","544",,,,,,,
"48.619",,"544",,,,,,
"48.621",,,"20.91",,,,,
"48.624",,,,,,"1.43",,
"48.627",,,,,,,"158",
"48.631",,,,"523",,,,
"48.635",,,,,"557",,,
"48.64","543",,,,,,,
"48.643",,"544",,,,,,
"48.646",,,"20.91",,,,,
"48.649",,,,,,"1.43",,
"48.652",,,,,,,"158",
"48.656",,,,"523",,,,
"48.659",,,,,"556",,,
"48.663","542",,,,,,,
"48.667",,"543",,,,,,
"48.67",,,"20.26",,,,,
"48.673",,,,,,"1.45",,
"48.676",,,,,,,"158",
"48.68",,,,"523",,,,
"48.684",,,,,"557",,,
"48.688","543",,,,,,,
"48.692",,"542",,,,,,
"48.694",,,"19.6",,,,,
"48.697",,,,,,"1.47",,
"48.7",,,,,,,"157",
"48.704",,,,"523",,,,
"48.707",,,,,"557",,,
"48.711","543",,,,,,,
"48.715",,"543",,,,,,
"48.718",,,"20.26",,,,,
"48.721",,,,,,"1.45",,
"48.724",,,,,,,"157",
"48.729",,,,"523",,,,
"48.732",,,,,"558",,,
"48.736","544",,,,,,,
"48.74",,"543",,,,,,
"48.742",,,"20.26",,,,,
"48.745",,,,,,"1.45",,
"48.748",,,,,,,"157",
"48.752",,,,"523",,,,
"48.756",,,,,"558",,,
"48.76","544",,,,,,,
"48.763",,"544",,,,,,
"48.766",,,"20.91",,,,,
"48.77",,,,,,"1.43",,
"48.773",,,,,,,"157",
"48.777",,,,"523",,,,
"48.78",,,,,"558",,,
"48.784","544",,,,,,,
"48.788",,"544",,,,,,
"48.79",,,"20.91",,,,,
"48.794",,,,,,"1.43",,
"48.796",,,,,,,"157",
"48.8",,,,"523",,,,
"48.804",,,,,"559",,,
"48.808","545",,,,,,,
"48.812",,"544",,,,,,
"48.815",,,"20.91",,,,,
"48.818",,,,,,"1.43",,
"48.821",,,,,,,"157",
"48.825",,,,"523",,,,
"48.828",,,,,"560",,,
"48.832","546",,,,,,,
"48.836",,"543",,,,,,
"48.839",,,"20.26",,,,,
"48.842",,,,,,"1.45",,
"48.845",,,,,,,"157",
"48.849",,,,"523",,,,
"48.852",,,,,"560",,,
"48.857","546",,,,,,,
"48.861",,"543",,,,,,
"48.863",,,"20.26",,,,,
"48.866",,,,,,"1.45",,
"48.869",,,,,,,"157",
"48.873",,,,"523",,,,
"48.876",,,,,"561",,,
"48.88","547",,,,,,,
"48.884",,"544",,,,,,
"48.887",,,"20.91",,,,,
"48.89",,,,,,"1.43",,
"48.893",,,,,,,"157",
"48.898",,,,"523",,,,
"48.901",,,,,"561",,,
"48.905","547",,,,,,,
"48.909",,"544",,,,,,
"48.911",,,"20.91",,,,,
"48.914",,,,,,"1.43",,
"48.917",,,,,,,"157",
"48.921",,,,"522",,,,
"48.925",,,,,"562",,,
"48.929","549",,,,,,,
"48.932",,"544",,,,,,
"48.935",,,"20.91",,,,,
"48.939",,,,,,"1.43",,
"48.942",,,,,,,"156",
"48.946",,,,"522",,,,
"48.949",,,,,"562",,,
"48.953","549",,,,,,,
"48.957",,"544",,,,,,
"48.959",,,"20.91",,,,,
"48.963",,,,,,"1.43",,
"48.966",,,,,,,"156",
"48.969",,,,"522",,,,
"48.973",,,,,"562",,,
"48.977","549",,,,,,,
"48.98",,"549",,,,,,
"48.984",,,"24.18",,,,,
"48.987",,,,,,"1.34",,
"48.99",,,,,,,"156",
"48.994",,,,"522",,,,
"48.997",,,,,"563",,,
"49.001","550",,,,,,,
"49.005",,"545",,,,,,
"49.008",,,"21.56",,,,,
"49.011",,,,,,"1.41",,
"49.014",,,,,,,"156",
"49.018",,,,"522",,,,
"49.021",,,,,"563",,,
"49.026","550",,,,,,,
"49.03",,"545",,,,,,
"49.032",,,"21.56",,,,,
"49.035",,,,,,"1.41",,
"49.038",,,,,,,"156",
"49.042",,,,"522",,,,
"49.045",,,,,"563",,,
"49.049","550",,,,,,,
"49.053",,"550",,,,,,
"49.056",,,"24.83",,,,,
"49.059",,,,,,"1.33",,
"49.062",,,,,,,"156",
"49.067",,,,"522",,,,
"49.07",,,,,"563",,,
"49.074","550",,,,,,,
"49.078",,"550",,,,,,
"49.08",,,"24.83",,,,,
"49.083",,,,,,"1.33",,
"49.086",,,,,,,"156",
"49.09",,,,"522",,,,
"49.094",,,,,"564",,,
"49.098","551",,,,,,,
"49.101",,"546",,,,,,
"49.104",,,"22.22",,,,,
"49.107",,,,,,"1.4",,
"49.111",,,,,,,"156",
"49.115",,,,"522",,,,
"49.118",,,,,"563",,,
"49.122","550",,,,,,,
"49.126",,"551",,,,,,
"49.128",,,"25.48",,,,,
"49.132",,,,,,"1.31",,
"49.135",,,,,,,"156",
"49.138",,,,"522",,,,
"49.142",,,,,"563",,,
"49.146","550",,,,,,,
"49.149",,"550",,,,,,
"49.153",,,"24.83",,,,,
"49.156",,,,,,"1.33",,
"49.159",,,,,,,"156",
"49.163",,,,"521",,,,
"49.166",,,,,"563",,,
"49.17","551",,,,,,,
"49.174",,"550",,,,,,
"49.177",,,"24.83",,,,,
"49.18",,,,,,"1.33",,
"49.183",,,,,,,"155",
"49.187",,,,"521",,,,
"49.19",,,,,"563",,,
"49.195","551",,,,,,,
"49.199",,"551",,,,,,
"49.201",,,"25.48",,,,,
"49.204",,,,,,"1.31",,
"49.207",,,,,,,"155",
"49.211",,,,"521",,,,
"49.214",,,,,"563",,,
"49.218","551",,,,,,,
"49.222",,"551",,,,,,
"49.225",,,"25.48",,,,,
"49.228",,,,,,"1.31",,
"49.231",,,,,,,"155",
"49.235",,,,"521",,,,
"49.239",,,,,"563",,,
"49.243","551",,,,,,,
"49.247",,"551",,,,,,
"49.249",,,"25.48",,,,,
"49.252",,,,,,"1.31",,
"49.255",,,,,,,"155",
"49.259",,,,"521",,,,
"49.263",,,,,"563",,,
"49.267","551",,,,,,,
"49.27",,"551",,,,,,
"49.273",,,"25.48",,,,,
"49.276",,,,,,"1.31",,
"49.28",,,,,,,"155",
"49.284",,,,"521",,,,
"49.287",,,,,"564",,,
"49.291","552",,,,,,,
"49.295",,"548",,,,,,
"49.297",,,"23.52",,,,,
"49.301",,,,,,"1.36",,
"49.304",,,,,,,"155",
"49.307",,,,"521",,,,
"49.311",,,,,"564",,,
"49.315","552",,,,,,,
"49.318",,"548",,,,,,
"49.321",,,"23.52",,,,,
"49.325",,,,,,"1.36",,
"49.328",,,,,,,"155",
"49.332",,,,"521",,,,
"49.335",,,,,"564",,,
"49.339","552",,,,,,,
"49.343",,"552",,,,,,
"49.346",,,"26.14",,,,,
"49.349",,,,,,"1.29",,
"49.352",,,,,,,"155",
"49.356",,,,"521",,,,
"49.359",,,,,"564",,,
"49.363","552",,,,,,,
"49.368",,"552",,,,,,
"49.37",,,"26.14",,,,,
"49.373",,,,,,"1.29",,
